Rank,Title,Rating,Episodes,URL,Members_Votes,Type,Start Date,Finish Date,Premiered,R-Rating,Generes,Source,Studio
6438,Infini-T Force,6.44, (12 eps),https://myanimelist.net/anime/33027/Infini-T_Force,"8,109 ",TV,Oct 2017 , Dec 2017,Premiered: Fall 2017,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: SynergySP
6439,Kagaku Ninja-tai Gatchaman F,6.44, (48 eps),https://myanimelist.net/anime/6375/Kagaku_Ninja-tai_Gatchaman_F,"1,974 ",TV,Oct 1979 , Aug 1980,Premiered: Fall 1979,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Wit Studio
6440,Kaibutsu-kun (1980),6.44, (94 eps),https://myanimelist.net/anime/3130/Kaibutsu-kun_1980,955 ,TV,Sep 1980 , Sep 1982,Premiered: Fall 1980,Rating: R - 17+ (violence & profanity),Source: Novel,Source: Novel,Studios: Nippon Animation
6441,Katasumi no Uroko,6.44, (1 eps),https://myanimelist.net/anime/36368/Katasumi_no_Uroko,579 ,Movie,2015 , 2015,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6442,Ketsuekigata-kun! 2,6.44, (12 eps),https://myanimelist.net/anime/28207/Ketsuekigata-kun_2,"4,501 ",TV,Jan 2015 , Mar 2015,Premiered: Winter 2015,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6443,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,6.44,,https://myanimelist.net/anime/33874/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Maguro_no_Notta_Keikan,548 ,,Jan 2005 , Jan 2005,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Madhouse
6444,Konchuu Monogatari Minashigo Hutch,6.44, (91 eps),https://myanimelist.net/anime/3858/Konchuu_Monogatari_Minashigo_Hutch,"2,584 ",TV,Apr 1970 , Dec 1971,Premiered: Spring 1970,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Shuka
6445,Koneko no Chi: Ponponra Dairyokou,6.44, (25 eps),https://myanimelist.net/anime/36418/Koneko_no_Chi__Ponponra_Dairyokou,"2,117 ",TV,Apr 2018 , Sep 2018,Premiered: Spring 2018,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Tokyo Movie Shinsha
6446,Koro no Dai Sanpo,6.44,,https://myanimelist.net/anime/6975/Koro_no_Dai_Sanpo,"2,653 ",,Oct 2001 , Oct 2001,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Bones
6447,Kyoushirou to Towa no Sora,6.44, (12 eps),https://myanimelist.net/anime/1810/Kyoushirou_to_Towa_no_Sora,"40,030 ",TV,Jan 2007 , Mar 2007,Premiered: Winter 2007,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6448,Levitating,6.44,,https://myanimelist.net/anime/49825/Levitating,215 ,,Sep 2021 , Sep 2021,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Bones
6449,Luger Code 1951,6.44,,https://myanimelist.net/anime/31598/Luger_Code_1951,"20,535 ",,Oct 2016 , Oct 2016,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Sunrise
6450,Lupin III (2015): Italian Game,6.44,,https://myanimelist.net/anime/32321/Lupin_III_2015__Italian_Game,"4,748 ",,Jan 2016 , Jan 2016,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Trigger
6451,Massugu ni Ikou.,6.44, (4 eps),https://myanimelist.net/anime/1617/Massugu_ni_Ikou,"3,348 ",TV,Aug 2003 , Aug 2003,Premiered: Summer 2003,Rating: R - 17+ (violence & profanity),Source: Other,Source: Other,Studios: Shin-Ei Animation
6452,Mirai Shounen Conan 2: Taiga Daibouken,6.44, (24 eps),https://myanimelist.net/anime/2613/Mirai_Shounen_Conan_2__Taiga_Daibouken,"1,978 ",TV,Oct 1999 , Apr 2000,Premiered: Fall 1999,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Triangle Staff
6453,Morita-san wa Mukuchi. Specials,6.44,,https://myanimelist.net/anime/12921/Morita-san_wa_Mukuchi_Specials,"4,124 ",,Jan 2012 , Jan 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6454,Murenase! Seton Gakuen Special,6.44,,https://myanimelist.net/anime/41008/Murenase_Seton_Gakuen_Special,"12,286 ",,Jul 2020 , Jul 2020,,Rating: PG-13 - Teens 13 or older,Source: Other,Source: Other,Studios: SANZIGEN
6455,Musaigen no Phantom World: Limitless Phantom World,6.44,,https://myanimelist.net/anime/33164/Musaigen_no_Phantom_World__Limitless_Phantom_World,"27,450 ",,Apr 2016 , Oct 2016,,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Kyoto Animation
6456,Nihon Chinbotsu 2020,6.44,,https://myanimelist.net/anime/40515/Nihon_Chinbotsu_2020,"122,826 ",,Jul 2020 , Jul 2020,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Gallop
6457,Nyani ga Nyandaa Nyandaa Kamen,6.44, (83 eps),https://myanimelist.net/anime/9810/Nyani_ga_Nyandaa_Nyandaa_Kamen,892 ,TV,Feb 2000 , Sep 2001,Premiered: Winter 2000,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
6458,One Pound Gospel,6.44, (1 eps),https://myanimelist.net/anime/1328/One_Pound_Gospel,"3,808 ",OVA,Dec 1988 , Dec 1988,,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Studio Pierrot
6459,Persona 5 the Animation,6.44, (26 eps),https://myanimelist.net/anime/36023/Persona_5_the_Animation,"214,460 ",TV,Apr 2018 , Sep 2018,Premiered: Spring 2018,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Manglobe
6460,Pokemon Introductory Recap,6.44, (1 eps),https://myanimelist.net/anime/11073/Pokemon_Introductory_Recap,"10,294 ",Movie,Jul 1998 , Jul 1998,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
6461,Pokemon Movie 15: Kyurem vs. Seikenshi,6.44, (1 eps),https://myanimelist.net/anime/12671/Pokemon_Movie_15__Kyurem_vs_Seikenshi,"41,830 ",Movie,Jul 2012 , Jul 2012,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Madhouse
6462,Pokemon XY SP: Road to Kalos,6.44,,https://myanimelist.net/anime/21695/Pokemon_XY_SP__Road_to_Kalos,"7,291 ",,Oct 2013 , Oct 2013,,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Bones
6463,Pokemon: Meloetta no Kirakira Recital,6.44, (1 eps),https://myanimelist.net/anime/13799/Pokemon__Meloetta_no_Kirakira_Recital,"8,370 ",Movie,Jul 2012 , Jul 2012,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
6464,Rockman Hoshi ni Negai wo,6.44, (3 eps),https://myanimelist.net/anime/1854/Rockman_Hoshi_ni_Negai_wo,"3,504 ",OVA,Sep 2002 , Sep 2002,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: MAPPA
6465,Romeo to Cinderella wo Utattemita,6.44,,https://myanimelist.net/anime/40293/Romeo_to_Cinderella_wo_Utattemita,900 ,,Aug 2019 , Aug 2019,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
6466,Sakura Taisen: Katsudou Shashin,6.44, (1 eps),https://myanimelist.net/anime/608/Sakura_Taisen__Katsudou_Shashin,"5,902 ",Movie,Dec 2001 , Dec 2001,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,"Studios: Bones, Kinema Citrus"
6467,Salad Juu Yuushi Tomatoman,6.44, (50 eps),https://myanimelist.net/anime/5201/Salad_Juu_Yuushi_Tomatoman,879 ,TV,Apr 1992 , Mar 1993,Premiered: Spring 1992,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Brain's Base
6468,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,6.44, (1 eps),https://myanimelist.net/anime/7696/Sangokushi__Dai_Ichi_Bu_-_Eiyuu-tachi_no_Yoake,562 ,Movie,Jan 1992 , Jan 1992,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Pierrot
6469,Show By Rock!! Short!!,6.44, (12 eps),https://myanimelist.net/anime/32039/Show_By_Rock_Short,"12,458 ",TV,Jul 2016 , Sep 2016,Premiered: Summer 2016,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Pierrot
6470,Spirit of Wonder: China-san no Yuuutsu,6.44, (1 eps),https://myanimelist.net/anime/2419/Spirit_of_Wonder__China-san_no_Yuuutsu,"4,570 ",OVA,Jun 1992 , Jun 1992,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
6471,Sukeban Deka,6.44, (2 eps),https://myanimelist.net/anime/2726/Sukeban_Deka,"5,403 ",OVA,Apr 1991 , Jul 1991,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: TMS Entertainment
6472,Tejina-senpai,6.44, (12 eps),https://myanimelist.net/anime/38610/Tejina-senpai,"223,866 ",TV,Jul 2019 , Sep 2019,Premiered: Summer 2019,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6473,Tori no Uta,6.44, (1 eps),https://myanimelist.net/anime/5819/Tori_no_Uta,"4,428 ",OVA,Jan 2007 , Jan 2007,,Rating: R - 17+ (violence & profanity),Source: Other,Source: Other,Studios: Sunrise
6474,Trepanation,6.44,,https://myanimelist.net/anime/48869/Trepanation,514 ,,Apr 2021 , Apr 2021,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: A-1 Pictures
6475,Tsuki no Waltz,6.44,,https://myanimelist.net/anime/6137/Tsuki_no_Waltz,"2,414 ",,Oct 2004 , Oct 2004,,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: Kyoto Animation
6476,Utakata Hanabi,6.44,,https://myanimelist.net/anime/12935/Utakata_Hanabi,"2,244 ",,Aug 2010 , Aug 2010,,Rating: R - 17+ (violence & profanity),Source: Visual novel,Source: Visual novel,Studios: Shaft
6477,Youjuu Toshi,6.44, (1 eps),https://myanimelist.net/anime/1107/Youjuu_Toshi,"40,426 ",Movie,Apr 1987 , Apr 1987,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6478,Yousei Florence,6.44, (1 eps),https://myanimelist.net/anime/4943/Yousei_Florence,"1,893 ",Movie,Oct 1985 , Oct 1985,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: P.A. Works
6479,Yume Tsukai,6.44, (12 eps),https://myanimelist.net/anime/943/Yume_Tsukai,"8,210 ",TV,Apr 2006 , Jun 2006,Premiered: Spring 2006,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: E&G Films
6480,Monster Strike,6.43,,https://myanimelist.net/anime/30757/Monster_Strike,"22,422 ",,Oct 2015 , Dec 2016,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Kinema Citrus
6481,One Off,6.43, (4 eps),https://myanimelist.net/anime/13283/One_Off,"14,802 ",OVA,Aug 2012 , Oct 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,"Studios: Gallop, Group TAC, Studio Junio"
6482,Otogi Juushi Akazukin OVA,6.43, (1 eps),https://myanimelist.net/anime/402/Otogi_Juushi_Akazukin_OVA,"1,656 ",OVA,Feb 2005 , Feb 2005,,Rating: PG-13 - Teens 13 or older,Source: Game,Source: Game,Studios: Studio Kai
6483,Ougon Bat,6.43, (52 eps),https://myanimelist.net/anime/3900/Ougon_Bat,"1,821 ",TV,Apr 1967 , Mar 1968,Premiered: Spring 1967,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6484,Prism Ark,6.43, (12 eps),https://myanimelist.net/anime/1807/Prism_Ark,"21,365 ",TV,Oct 2007 , Dec 2007,Premiered: Fall 2007,Rating: R+ - Mild Nudity,Source: Light novel,Source: Light novel,Studios: Ajia-Do
6485,Sangokushi: Dai Ni Bu - Choukou Moyu!,6.43, (1 eps),https://myanimelist.net/anime/7697/Sangokushi__Dai_Ni_Bu_-_Choukou_Moyu,562 ,Movie,Mar 1993 , Mar 1993,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Kyoto Animation
6486,Sengoku Collection,6.43, (26 eps),https://myanimelist.net/anime/12611/Sengoku_Collection,"22,851 ",TV,Apr 2012 , Sep 2012,Premiered: Spring 2012,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Doga Kobo
6487,Senran Kagura Specials,6.43,,https://myanimelist.net/anime/17345/Senran_Kagura_Specials,"16,407 ",,Mar 2013 , Aug 2013,,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Shuka
6488,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,6.43,,https://myanimelist.net/anime/1012/Sexy_Commando_Gaiden__Sugoi_yo_Masaru-san_Specials,"1,575 ",,Apr 1998 , Apr 1998,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
6489,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,6.43,,https://myanimelist.net/anime/14957/Shakugan_no_Shana__Friagne___Marianne_no_Naze_Nani_Shana_Nandemo_Shitsumonbako_2,"7,322 ",,Jan 2008 , Aug 2008,,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Kyoto Animation
6490,Skate-Leading☆Stars,6.43, (12 eps),https://myanimelist.net/anime/40786/Skate-Leading☆Stars,"34,027 ",TV,Jan 2021 , Mar 2021,Premiered: Winter 2021,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Ajia-Do
6491,Tactical Roar,6.43, (13 eps),https://myanimelist.net/anime/817/Tactical_Roar,"9,378 ",TV,Jan 2006 , Apr 2006,Premiered: Winter 2006,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6492,Takamiya Nasuno Desu!: Teekyuu Spin-off,6.43, (12 eps),https://myanimelist.net/anime/28861/Takamiya_Nasuno_Desu__Teekyuu_Spin-off,"13,245 ",TV,Apr 2015 , Jun 2015,Premiered: Spring 2015,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: A-1 Pictures
6493,Takunomi.,6.43, (12 eps),https://myanimelist.net/anime/36108/Takunomi,"41,316 ",TV,Jan 2018 , Mar 2018,Premiered: Winter 2018,Rating: PG-13 - Teens 13 or older,Source: Web manga,Source: Web manga,Studios: TMS Entertainment
6494,Tenkuu Senki Shurato: Sousei e no Anto,6.43, (6 eps),https://myanimelist.net/anime/2114/Tenkuu_Senki_Shurato__Sousei_e_no_Anto,"1,743 ",OVA,Sep 1991 , Mar 1992,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Comet
6495,The☆Ultraman,6.43, (50 eps),https://myanimelist.net/anime/3444/The☆Ultraman,"2,546 ",TV,Apr 1979 , Mar 1980,Premiered: Spring 1979,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6496,Touken Ranbu: Hanamaru - Makuai Kaisouroku,6.43, (1 eps),https://myanimelist.net/anime/36444/Touken_Ranbu__Hanamaru_-_Makuai_Kaisouroku,"4,903 ",Movie,Dec 2017 , Dec 2017,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Production I.G
6497,Transformers: The☆Headmasters,6.43, (35 eps),https://myanimelist.net/anime/925/Transformers__The☆Headmasters,"3,471 ",TV,Jul 1987 , Mar 1988,Premiered: Summer 1987,Rating: PG-13 - Teens 13 or older,Source: 4-koma manga,Source: 4-koma manga,Studios: A-1 Pictures
6498,UFO Robo Grendizer tai Great Mazinger,6.43, (1 eps),https://myanimelist.net/anime/4387/UFO_Robo_Grendizer_tai_Great_Mazinger,"2,010 ",Movie,Mar 1976 , Mar 1976,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Shuka
6499,Utopia,6.43,,https://myanimelist.net/anime/21103/Utopia,"6,767 ",,Feb 2014 , Feb 2014,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bee Train
6500,Xiao Men Shen,6.43, (1 eps),https://myanimelist.net/anime/32751/Xiao_Men_Shen,706 ,Movie,Jan 2016 , Jan 2016,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6501,Yuusha Raideen,6.43, (50 eps),https://myanimelist.net/anime/2128/Yuusha_Raideen,"2,278 ",TV,Apr 1975 , Mar 1976,Premiered: Spring 1975,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Pierrot
6502,Ai Zai Xiyuan Qian,6.43,,https://myanimelist.net/anime/40876/Ai_Zai_Xiyuan_Qian,"1,686 ",,Jul 2019 , Aug 2019,,Rating: PG - Children,Source: Manga,Source: Manga,Studios: Bones
6503,Akanesasu Shoujo,6.43, (12 eps),https://myanimelist.net/anime/37561/Akanesasu_Shoujo,"32,588 ",TV,Oct 2018 , Dec 2018,Premiered: Fall 2018,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6504,Android Ana Maico 2010,6.43, (24 eps),https://myanimelist.net/anime/810/Android_Ana_Maico_2010,"3,141 ",TV,Apr 1998 , Sep 1998,Premiered: Spring 1998,Rating: PG-13 - Teens 13 or older,Source: Other,Source: Other,Studios: Radix
6505,Anime Koukyoushi: Jungle Taitei,6.43, (1 eps),https://myanimelist.net/anime/13047/Anime_Koukyoushi__Jungle_Taitei,976 ,OVA,Apr 1991 , Apr 1991,,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: Kyoto Animation
6506,Baby Princess 3D Paradise 0 [Love],6.43, (1 eps),https://myanimelist.net/anime/10196/Baby_Princess_3D_Paradise_0_Love,"27,279 ",OVA,Jul 2011 , Jul 2011,,Rating: R+ - Mild Nudity,Source: Original,Source: Original,Studios: Seven Arcs
6507,Black Jack: Heian Sento,6.43, (1 eps),https://myanimelist.net/anime/10055/Black_Jack__Heian_Sento,"2,206 ",Movie,1996 , 1996,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6508,Cutey Honey,6.43, (25 eps),https://myanimelist.net/anime/1661/Cutey_Honey,"14,336 ",TV,Oct 1973 , Mar 1974,Premiered: Fall 1973,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: Bee Train
6509,Danchigai: Juusan Goutou Sentou Ikitai!!,6.43,,https://myanimelist.net/anime/31683/Danchigai__Juusan_Goutou_Sentou_Ikitai,"20,596 ",,Sep 2015 , Sep 2015,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Studio Pierrot
6510,Escha Chron,6.43,,https://myanimelist.net/anime/34208/Escha_Chron,"7,079 ",,Nov 2017 , Nov 2017,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Nut
6511,eX-Driver: Nina & Rei Danger Zone,6.43, (1 eps),https://myanimelist.net/anime/1733/eX-Driver__Nina___Rei_Danger_Zone,"3,786 ",OVA,Apr 2002 , Apr 2002,,Rating: PG-13 - Teens 13 or older,Source: 4-koma manga,Source: 4-koma manga,Studios: J.C.Staff
6512,Fastening Days,6.43,,https://myanimelist.net/anime/28205/Fastening_Days,"5,648 ",,Oct 2014 , Oct 2014,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6513,Freedom Previsited,6.43, (1 eps),https://myanimelist.net/anime/2319/Freedom_Previsited,"3,013 ",OVA,Oct 2006 , Oct 2006,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
6514,Gakkou no Kaidan (OVA),6.43, (10 eps),https://myanimelist.net/anime/22053/Gakkou_no_Kaidan_OVA,"1,056 ",OVA,Jul 2005 , Aug 2009,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Toei Animation
6515,Galilei Donna,6.43, (11 eps),https://myanimelist.net/anime/19367/Galilei_Donna,"51,071 ",TV,Oct 2013 , Dec 2013,Premiered: Fall 2013,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Shaft
6516,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,6.43,,https://myanimelist.net/anime/33024/Ginga_Kikoutai_Majestic_Prince__Mirai_e_no_Tsubasa,"5,645 ",,Sep 2016 , Sep 2016,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Madhouse
6517,Gokinjo Monogatari the Movie,6.43, (1 eps),https://myanimelist.net/anime/7578/Gokinjo_Monogatari_the_Movie,"2,828 ",Movie,Mar 1996 , Mar 1996,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Satelight
6518,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.43, (1 eps),https://myanimelist.net/anime/3481/Grendizer__Getter_Robo_G_-_Great_Mazinger_Kessen_Daikaijuu,"2,085 ",Movie,Jul 1976 , Jul 1976,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Brain's Base
6519,Guomin Laogong Dai Huijia 2nd season,6.43,,https://myanimelist.net/anime/37044/Guomin_Laogong_Dai_Huijia_2nd_season,"4,978 ",,May 2017 , Jul 2017,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Pierrot
6520,Heibai Wushang 2nd Season,6.43,,https://myanimelist.net/anime/36544/Heibai_Wushang_2nd_Season,"2,549 ",,Aug 2017 , Oct 2017,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Deen
6521,Interlude,6.43, (3 eps),https://myanimelist.net/anime/1085/Interlude,"12,588 ",OVA,Mar 2004 , Aug 2004,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6522,Kagaku Ninja-tai Gatchaman II,6.43, (52 eps),https://myanimelist.net/anime/6374/Kagaku_Ninja-tai_Gatchaman_II,"2,040 ",TV,Oct 1978 , Sep 1979,Premiered: Fall 1978,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Shaft
6523,Kagewani: Shou,6.43, (13 eps),https://myanimelist.net/anime/32682/Kagewani__Shou,"17,300 ",TV,Apr 2016 , Jun 2016,Premiered: Spring 2016,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: SILVER LINK.
6524,Kenka Banchou Otome: Girl Beats Boys,6.43, (12 eps),https://myanimelist.net/anime/34501/Kenka_Banchou_Otome__Girl_Beats_Boys,"69,618 ",TV,Apr 2017 , Jun 2017,Premiered: Spring 2017,Rating: PG-13 - Teens 13 or older,Source: Web manga,Source: Web manga,Studios: A-1 Pictures
6525,King of Prism: Shiny Seven Stars,6.43, (12 eps),https://myanimelist.net/anime/39699/King_of_Prism__Shiny_Seven_Stars,"4,477 ",TV,Apr 2019 , Jul 2019,Premiered: Spring 2019,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6526,Legend of Regios,6.43,,https://myanimelist.net/anime/6368/Legend_of_Regios,"9,776 ",,Mar 2009 , May 2009,,Rating: PG-13 - Teens 13 or older,Source: 4-koma manga,Source: 4-koma manga,Studios: Encourage Films
6527,Akaneiro ni Somaru Saka,6.42, (12 eps),https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka,"141,680 ",TV,Oct 2008 , Dec 2008,Premiered: Fall 2008,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
6528,AOTU Shijie,6.42,,https://myanimelist.net/anime/33704/AOTU_Shijie,748 ,,Jun 2016 , Jan 2017,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
