Rank,Title,Rating,Episodes,URL,Members_Votes,Type,Start Date,Finish Date,Premiered,R-Rating,Generes,Source,Studio
6338,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,6.46,,https://myanimelist.net/anime/33880/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_no_Sushi_Kui_Nee_-_Choujou_Maguro_Taiketsu,456 ,,Sep 2007 , Oct 2007,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Imagin
6339,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,6.46,,https://myanimelist.net/anime/33454/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__The_Final_-_Ryoutsu_Kankichi_Saigo_no_Hi,796 ,,Sep 2016 , Sep 2016,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: LIDENFILMS
6340,Kurenai Sanshirou,6.46, (26 eps),https://myanimelist.net/anime/4439/Kurenai_Sanshirou,"1,628 ",TV,Apr 1969 , Sep 1969,Premiered: Spring 1969,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: feel.
6341,Last Exile: Ginyoku no Fam - Adjournment,6.46,,https://myanimelist.net/anime/12429/Last_Exile__Ginyoku_no_Fam_-_Adjournment,"6,161 ",,Dec 2011 , Feb 2012,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
6342,Miami Guns,6.46, (13 eps),https://myanimelist.net/anime/783/Miami_Guns,"5,661 ",TV,Feb 2000 , May 2000,Premiered: Winter 2000,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Pierrot
6343,Mitsubachi Maya no Bouken,6.46, (52 eps),https://myanimelist.net/anime/2571/Mitsubachi_Maya_no_Bouken,"8,200 ",TV,Apr 1975 , Apr 1976,Premiered: Spring 1975,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Tatsunoko Production
6344,One Room Third Season,6.46, (12 eps),https://myanimelist.net/anime/41364/One_Room_Third_Season,"26,659 ",TV,Oct 2020 , Dec 2020,Premiered: Fall 2020,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6345,Ore wa Teppei,6.46, (28 eps),https://myanimelist.net/anime/3827/Ore_wa_Teppei,"1,305 ",TV,Sep 1977 , Mar 1978,Premiered: Fall 1977,Rating: R+ - Mild Nudity,Source: Manga,Source: Manga,Studios: Production I.G
6346,"Ore, Twintail ni Narimasu.",6.46, (12 eps),https://myanimelist.net/anime/24705/Ore_Twintail_ni_Narimasu,"142,836 ",TV,Oct 2014 , Dec 2014,Premiered: Fall 2014,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,"Studios: Tezuka Productions, MAPPA"
6347,Pokemon Movie 17: Hakai no Mayu to Diancie,6.46, (1 eps),https://myanimelist.net/anime/21569/Pokemon_Movie_17__Hakai_no_Mayu_to_Diancie,"36,468 ",Movie,Jul 2014 , Jul 2014,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
6348,Precure Miracle Universe Movie,6.46, (1 eps),https://myanimelist.net/anime/38672/Precure_Miracle_Universe_Movie,"2,087 ",Movie,Mar 2019 , Mar 2019,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: TMS Entertainment
6349,Pretty Rhythm: All Star Selection,6.46, (11 eps),https://myanimelist.net/anime/22215/Pretty_Rhythm__All_Star_Selection,"2,822 ",TV,Apr 2014 , Jun 2014,Premiered: Spring 2014,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Geno Studio
6350,Princess Principal: Crown Handler Movie 1 - Busy Easy Money,6.46,,https://myanimelist.net/anime/49138/Princess_Principal__Crown_Handler_Movie_1_-_Busy_Easy_Money,"4,118 ",,Sep 2021 , Sep 2021,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Hibari
6351,Pucca 3,6.46, (26 eps),https://myanimelist.net/anime/48235/Pucca_3,492 ,TV,Dec 2018 , Oct 2019,Premiered: Winter 2019,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Madhouse
6352,R-15,6.46, (12 eps),https://myanimelist.net/anime/10611/R-15,"84,563 ",TV,Jul 2011 , Sep 2011,Premiered: Summer 2011,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
6353,Ragnarök The Animation,6.46, (26 eps),https://myanimelist.net/anime/417/Ragnarök_The_Animation,"45,522 ",TV,Apr 2004 , Sep 2004,Premiered: Spring 2004,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Bones
6354,Robot Girls Z,6.46,,https://myanimelist.net/anime/19799/Robot_Girls_Z,"19,637 ",,Jan 2014 , Mar 2014,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: CloverWorks
6355,Rokumon Tengai Mon Colle Knights,6.46, (51 eps),https://myanimelist.net/anime/4962/Rokumon_Tengai_Mon_Colle_Knights,"4,296 ",TV,Jan 2000 , Dec 2000,Premiered: Winter 2000,Rating: R+ - Mild Nudity,Source: Manga,Source: Manga,Studios: Sunrise
6356,Seikoku no Dragonar,6.46, (12 eps),https://myanimelist.net/anime/21033/Seikoku_no_Dragonar,"191,333 ",TV,Apr 2014 , Jun 2014,Premiered: Spring 2014,Rating: R - 17+ (violence & profanity),Source: Visual novel,Source: Visual novel,Studios: J.C.Staff
6357,Shoujo Shuumatsu Jugyou,6.46,,https://myanimelist.net/anime/36468/Shoujo_Shuumatsu_Jugyou,"9,754 ",,Oct 2017 , Dec 2017,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: SynergySP
6358,Shu,6.46,,https://myanimelist.net/anime/41222/Shu,331 ,,Mar 2019 , Mar 2019,,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: A-1 Pictures
6359,Sore ga Seiyuu!: Petit Uchiage,6.46,,https://myanimelist.net/anime/32993/Sore_ga_Seiyuu__Petit_Uchiage,"4,409 ",,Mar 2016 , Mar 2016,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6360,Ta ga Tame no Alchemist,6.46, (1 eps),https://myanimelist.net/anime/37262/Ta_ga_Tame_no_Alchemist,"9,436 ",Movie,Jun 2019 , Jun 2019,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6361,Terra e...,6.46, (1 eps),https://myanimelist.net/anime/2560/Terra_e,"9,262 ",Movie,Apr 1980 , Apr 1980,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bones
6362,Ys,6.46, (7 eps),https://myanimelist.net/anime/1276/Ys,"7,196 ",OVA,Nov 1989 , Sep 1991,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
6363,Yuuki Yuuna wa Yuushabu Shozoku,6.46, (1 eps),https://myanimelist.net/anime/34394/Yuuki_Yuuna_wa_Yuushabu_Shozoku,"4,558 ",Movie,Mar 2017 , Mar 2017,,Rating: R - 17+ (violence & profanity),Source: Visual novel,Source: Visual novel,Studios: ufotable
6364,Midnight Eye: Gokuu,6.45, (1 eps),https://myanimelist.net/anime/1879/Midnight_Eye__Gokuu,"9,222 ",OVA,Jan 1989 , Jan 1989,,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: Studio Deen
6365,Mission-E,6.45, (12 eps),https://myanimelist.net/anime/4209/Mission-E,"5,446 ",TV,Jul 2008 , Sep 2008,Premiered: Summer 2008,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: OLM
6366,Monster Strike: Rain of Memories,6.45,,https://myanimelist.net/anime/34475/Monster_Strike__Rain_of_Memories,"2,528 ",,Dec 2016 , Dec 2016,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: TMS Entertainment
6367,Nanatsu no Taizai: Kamigami no Gekirin,6.45, (24 eps),https://myanimelist.net/anime/39701/Nanatsu_no_Taizai__Kamigami_no_Gekirin,"579,912 ",TV,Oct 2019 , Mar 2020,Premiered: Fall 2019,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
6368,Nekojiru Gekijou Jirujiru Original,6.45, (27 eps),https://myanimelist.net/anime/1062/Nekojiru_Gekijou_Jirujiru_Original,"10,067 ",TV,Jul 1999 , Oct 1999,Premiered: Summer 1999,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: SILVER LINK.
6369,Otousan wa Ai no Hito,6.45,,https://myanimelist.net/anime/34117/Otousan_wa_Ai_no_Hito,506 ,,Jul 2016 , Jul 2016,,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Satelight
6370,Perfect Sekai,6.45,,https://myanimelist.net/anime/47635/Perfect_Sekai,373 ,,Jan 2021 , Jan 2021,,Rating: PG-13 - Teens 13 or older,Source: Web manga,Source: Web manga,Studios: White Fox
6371,Pet,6.45, (13 eps),https://myanimelist.net/anime/37522/Pet,"84,036 ",TV,Jan 2020 , Mar 2020,Premiered: Winter 2020,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Lerche
6372,Princess Principal: Ange Report,6.45,,https://myanimelist.net/anime/36424/Princess_Principal__Ange_Report,"5,959 ",,Sep 2017 , Sep 2017,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bones
6373,Psychogram feat. Hatsune Miku,6.45,,https://myanimelist.net/anime/41011/Psychogram_feat_Hatsune_Miku,448 ,,Aug 2019 , Aug 2019,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6374,Rokka no Yuusha Picture Drama,6.45,,https://myanimelist.net/anime/31593/Rokka_no_Yuusha_Picture_Drama,"10,829 ",,Sep 2015 , Nov 2015,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Deen
6375,Seishun Anime Zenshuu,6.45, (32 eps),https://myanimelist.net/anime/4723/Seishun_Anime_Zenshuu,"1,675 ",TV,Apr 1986 , Dec 1986,Premiered: Spring 1986,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Hal Film Maker
6376,Senyoku no Sigrdrifa,6.45, (12 eps),https://myanimelist.net/anime/41372/Senyoku_no_Sigrdrifa,"38,674 ",TV,Oct 2020 , Dec 2020,Premiered: Fall 2020,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
6377,Shimi,6.45,,https://myanimelist.net/anime/50048/Shimi,425 ,,Jul 2021 , Jul 2021,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Madhouse
6378,Sore Ike! Anpanman,6.45, (? eps),https://myanimelist.net/anime/1960/Sore_Ike_Anpanman,"2,784 ",TV,Oct 1988 ,,Premiered: Fall 1988,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6379,Tantei Kageki Milky Holmes TD,6.45, (12 eps),https://myanimelist.net/anime/27629/Tantei_Kageki_Milky_Holmes_TD,"8,299 ",TV,Jan 2015 , Mar 2015,Premiered: Winter 2015,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6380,The iDOLM@STER Cinderella Girls: Special Program,6.45,,https://myanimelist.net/anime/30218/The_iDOLMSTER_Cinderella_Girls__Special_Program,"3,572 ",,Feb 2015 , Feb 2015,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: J.C.Staff
6381,Tono to Issho: Gantai no Yabou,6.45, (12 eps),https://myanimelist.net/anime/10324/Tono_to_Issho__Gantai_no_Yabou,"2,852 ",TV,Apr 2011 , Jun 2011,Premiered: Spring 2011,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6382,Universe,6.45,,https://myanimelist.net/anime/4467/Universe,"2,071 ",,Mar 2007 , Mar 2007,,Rating: PG-13 - Teens 13 or older,Source: Book,Source: Book,Studios: Telescreen
6383,Vatican Kiseki Chousakan: Majo no Soup,6.45, (1 eps),https://myanimelist.net/anime/35231/Vatican_Kiseki_Chousakan__Majo_no_Soup,"4,458 ",OVA,Apr 2018 , Apr 2018,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
6384,Vividred Operation,6.45, (12 eps),https://myanimelist.net/anime/14283/Vividred_Operation,"62,648 ",TV,Jan 2013 , Mar 2013,Premiered: Winter 2013,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: feel.
6385,Wangu Xian Qiong III: Eren Gu Pian,6.45, (13 eps),https://myanimelist.net/anime/39572/Wangu_Xian_Qiong_III__Eren_Gu_Pian,"1,230 ",TV,Mar 2019 , May 2019,Premiered: Spring 2019,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: TMS Entertainment
6386,Weekender Girl,6.45,,https://myanimelist.net/anime/19081/Weekender_Girl,"2,367 ",,Aug 2012 , Aug 2012,,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Gonzo
6387,Yoku Wakaru Gendai Mahou,6.45, (12 eps),https://myanimelist.net/anime/5454/Yoku_Wakaru_Gendai_Mahou,"23,669 ",TV,Jul 2009 , Sep 2009,Premiered: Summer 2009,Rating: R - 17+ (violence & profanity),Source: 4-koma manga,Source: 4-koma manga,Studios: Kyoto Animation
6388,Yuri Seijin Naoko-san (2012),6.45, (1 eps),https://myanimelist.net/anime/12437/Yuri_Seijin_Naoko-san_2012,"12,189 ",OVA,Feb 2012 , Feb 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Telecom Animation Film
6389,Bungou to Alchemist: Shinpan no Haguruma,6.45, (13 eps),https://myanimelist.net/anime/40934/Bungou_to_Alchemist__Shinpan_no_Haguruma,"42,025 ",TV,Apr 2020 , Aug 2020,Premiered: Spring 2020,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Shaft
6390,Centaur no Nayami,6.45, (12 eps),https://myanimelist.net/anime/34525/Centaur_no_Nayami,"81,008 ",TV,Jul 2017 , Sep 2017,Premiered: Summer 2017,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6391,Cinderella Girls Gekijou: Kayou Cinderella Theater,6.45,,https://myanimelist.net/anime/35346/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater,"4,498 ",,Apr 2017 , Jun 2017,,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Production I.G
6392,Clockwork Planet,6.45, (12 eps),https://myanimelist.net/anime/32407/Clockwork_Planet,"142,286 ",TV,Apr 2017 , Jun 2017,Premiered: Spring 2017,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Madhouse
6393,Comic Party Revolution OVA,6.45, (4 eps),https://myanimelist.net/anime/5147/Comic_Party_Revolution_OVA,"3,064 ",OVA,Dec 2003 , Nov 2004,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Toei Animation
6394,Crying Freeman,6.45, (6 eps),https://myanimelist.net/anime/1153/Crying_Freeman,"9,704 ",OVA,Nov 1988 , Feb 1994,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Science SARU
6395,Di Wang Gong Lue,6.45,,https://myanimelist.net/anime/37563/Di_Wang_Gong_Lue,"8,382 ",,Apr 2018 , Sep 2018,,Rating: R - 17+ (violence & profanity),Source: Game,Source: Game,Studios: TROYCA
6396,F-Zero: Falcon Densetsu,6.45, (51 eps),https://myanimelist.net/anime/3101/F-Zero__Falcon_Densetsu,"8,132 ",TV,Oct 2003 , Sep 2004,Premiered: Fall 2003,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Madhouse
6397,Future Card Buddyfight Battsu,6.45, (52 eps),https://myanimelist.net/anime/34836/Future_Card_Buddyfight_Battsu,"3,372 ",TV,Apr 2017 , Mar 2018,Premiered: Spring 2017,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Artland
6398,Gangsta. Recap,6.45,,https://myanimelist.net/anime/31561/Gangsta_Recap,"19,028 ",,Sep 2015 , Sep 2015,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bibury Animation Studios
6399,Gegege no Kitarou: Nippon Bakuretsu,6.45, (1 eps),https://myanimelist.net/anime/8145/Gegege_no_Kitarou__Nippon_Bakuretsu,"1,025 ",Movie,Dec 2008 , Dec 2008,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: A.C.G.T.
6400,Getsuyoubi no Tawawa,6.45,,https://myanimelist.net/anime/34213/Getsuyoubi_no_Tawawa,"115,748 ",,Oct 2016 , Dec 2016,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: J.C.Staff
6401,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,6.45,,https://myanimelist.net/anime/49153/Girls___Panzer_Movie__Cinematic_Concert_-_Fushou_Akiyama_Yukari_no_Sensha_Kouza_-_Shoujun-hen,"1,952 ",,Dec 2017 , Dec 2017,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Madhouse
6402,Himitsu no Akko-chan 3,6.45, (44 eps),https://myanimelist.net/anime/3839/Himitsu_no_Akko-chan_3,832 ,TV,Apr 1998 , Feb 1999,Premiered: Spring 1998,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: J.C.Staff
6403,Huckleberry Finn Monogatari,6.45, (26 eps),https://myanimelist.net/anime/4800/Huckleberry_Finn_Monogatari,"1,504 ",TV,Aug 1994 , Mar 1995,Premiered: Summer 1994,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
6404,Hunch Gray,6.45,,https://myanimelist.net/anime/44084/Hunch_Gray,193 ,,Dec 2020 , Dec 2020,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6405,Huyao Xiao Hongniang: Liang Shenghua,6.45,,https://myanimelist.net/anime/48694/Huyao_Xiao_Hongniang__Liang_Shenghua,"1,089 ",,Mar 2021 , Jun 2021,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Brain's Base
6406,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",6.45,,https://myanimelist.net/anime/16101/Jinrui_wa_Suitai_Shimashita__Ningen-san_no_Yousei-san_Memo,"5,748 ",,Oct 2012 , Oct 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Bones
6407,Kaibutsu-kun,6.45, (49 eps),https://myanimelist.net/anime/3129/Kaibutsu-kun,"1,092 ",TV,Apr 1968 , Mar 1969,Premiered: Spring 1968,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Ajia-Do
6408,Kirakira Happy★Hirake! Cocotama,6.45, (55 eps),https://myanimelist.net/anime/37968/Kirakira_Happy★Hirake_Cocotama,656 ,TV,Sep 2018 , Sep 2019,Premiered: Fall 2018,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Pastel
6409,Kishin Douji Zenki Gaiden: Anki Kitan,6.45, (1 eps),https://myanimelist.net/anime/5828/Kishin_Douji_Zenki_Gaiden__Anki_Kitan,"1,779 ",OVA,Mar 1997 , Mar 1997,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Studio Deen
6410,Koi to Uso: Isshou no Koi/Koi no Kimochi,6.45, (1 eps),https://myanimelist.net/anime/37711/Koi_to_Uso__Isshou_no_Koi_Koi_no_Kimochi,"31,637 ",OVA,Nov 2018 , Nov 2018,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bones
6411,Konpeki no Kantai,6.45, (32 eps),https://myanimelist.net/anime/6229/Konpeki_no_Kantai,"2,377 ",OVA,Dec 1993 , Aug 2003,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Brain's Base
6412,L/R: Licensed by Royal,6.45, (12 eps),https://myanimelist.net/anime/1456/L_R__Licensed_by_Royal,"4,133 ",TV,Jan 2003 , Mar 2003,Premiered: Winter 2003,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Sunrise
6413,Mashiro-iro Symphony: The Color of Lovers Picture Drama,6.45,,https://myanimelist.net/anime/13757/Mashiro-iro_Symphony__The_Color_of_Lovers_Picture_Drama,"9,253 ",,Feb 2012 , May 2012,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Hal Film Maker
6414,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,6.45, (1 eps),https://myanimelist.net/anime/20441/Meitantei_Holmes__Mrs_Hudson_Hitojichi_Jiken_no_Maki___Dover_Kaikyou_no_Daikuuchuusen_no_Maki,805 ,Movie,Aug 1986 , Aug 1986,,Rating: R+ - Mild Nudity,Source: Manga,Source: Manga,Studios: 8bit
6415,Anemone,6.44, (1 eps),https://myanimelist.net/anime/10516/Anemone,"4,121 ",OVA,Mar 2011 , Mar 2011,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Sunrise
6416,Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,6.44, (1 eps),https://myanimelist.net/anime/39362/Astro_Boy__Tetsuwan_Atom_-_Getsumen_Kichi_-_Kieta_Robot_no_Nazo,874 ,Movie,May 2004 , May 2004,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: feel.
6417,Baldr Force Exe Resolution,6.44, (4 eps),https://myanimelist.net/anime/1682/Baldr_Force_Exe_Resolution,"16,146 ",OVA,Nov 2006 , Apr 2007,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Shaft
6418,Binzume Yousei,6.44, (13 eps),https://myanimelist.net/anime/348/Binzume_Yousei,"17,385 ",TV,Oct 2003 , Dec 2003,Premiered: Fall 2003,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: P.A. Works
6419,Blue Seed 2,6.44, (3 eps),https://myanimelist.net/anime/999/Blue_Seed_2,"5,902 ",OVA,Jul 1996 , Feb 1998,,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: MAPPA
6420,Brave Beats,6.44, (22 eps),https://myanimelist.net/anime/31573/Brave_Beats,"4,209 ",TV,Oct 2015 , Mar 2016,Premiered: Fall 2015,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,"Studios: Production I.G, Madhouse"
6421,Buta,6.44, (1 eps),https://myanimelist.net/anime/13169/Buta,"8,251 ",Movie,Mar 2012 , Mar 2012,,Rating: R - 17+ (violence & profanity),Source: Novel,Source: Novel,Studios: Kyoto Animation
6422,Cannon Busters,6.44,,https://myanimelist.net/anime/40256/Cannon_Busters,"33,500 ",,Aug 2019 , Aug 2019,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Lerche
6423,Cardfight!! Vanguard Gaiden: If,6.44, (25 eps),https://myanimelist.net/anime/41283/Cardfight_Vanguard_Gaiden__If,"2,824 ",TV,May 2020 , Nov 2020,Premiered: Spring 2020,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Lerche
6424,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.44, (1 eps),https://myanimelist.net/anime/12685/Code_Geass__Hangyaku_no_Lelouch_-_Nunnally_in_Wonderland,"65,355 ",OVA,Jul 2012 , Jul 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: A-1 Pictures
6425,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.44,,https://myanimelist.net/anime/3853/Crayon_Shin-chan_Manatsu_no_Yoru_ni_Ora_Sanjou_Arashi_wo_Yobu_Den-O_vs_Shin-O_60-bu_Special,"1,997 ",,Aug 2007 , Aug 2007,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: David Production
6426,Crystal Clear,6.44,,https://myanimelist.net/anime/36136/Crystal_Clear,"1,157 ",,Jul 2017 , Jul 2017,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Hal Film Maker
6427,Di Gi Charat Tsuyu Specials,6.44,,https://myanimelist.net/anime/1758/Di_Gi_Charat_Tsuyu_Specials,"1,853 ",,Jun 2001 , Jun 2001,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
6428,Duan Nao,6.44,,https://myanimelist.net/anime/28673/Duan_Nao,"5,697 ",,Nov 2014 , Jul 2015,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Toei Animation
6429,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.44, (12 eps),https://myanimelist.net/anime/21167/Escha___Logy_no_Atelier__Tasogare_no_Sora_no_Renkinjutsushi,"57,278 ",TV,Apr 2014 , Jun 2014,Premiered: Spring 2014,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: P.A. Works
6430,Gall Force 1: Eternal Story,6.44, (1 eps),https://myanimelist.net/anime/2060/Gall_Force_1__Eternal_Story,"5,925 ",Movie,Jul 1986 , Jul 1986,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Pierrot
6431,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.44,,https://myanimelist.net/anime/6733/Ginga_Tetsudou_999__Kimi_wa_Senshi_no_You_ni_Ikirareru_ka,"1,641 ",,Oct 1979 , Oct 1979,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Bones
6432,Ginyuu Mokushiroku Meine Liebe,6.44, (13 eps),https://myanimelist.net/anime/336/Ginyuu_Mokushiroku_Meine_Liebe,"12,090 ",TV,Nov 2004 , Feb 2005,Premiered: Fall 2004,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Pierrot
6433,Haru Hisagi,6.44,,https://myanimelist.net/anime/44224/Haru_Hisagi,226 ,,Jun 2020 , Jun 2020,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Shin-Ei Animation
6434,Hello Harinezumi: Satsui no Ryoubun,6.44, (1 eps),https://myanimelist.net/anime/4756/Hello_Harinezumi__Satsui_no_Ryoubun,"2,819 ",OVA,Sep 1992 , Sep 1992,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Production I.G
6435,I''s Pure Bonus,6.44,,https://myanimelist.net/anime/1235/Is_Pure_Bonus,"6,289 ",,Dec 2005 , Jul 2006,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: A-1 Pictures
6436,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,6.44,,https://myanimelist.net/anime/37710/IDOLiSH7_Tokubetsu_Bangumi__Kimi_to_Furikaeranaito,"2,378 ",,Apr 2018 , Apr 2018,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Bandai Namco Pictures
6437,Ie Naki Ko (Movie),6.44, (1 eps),https://myanimelist.net/anime/2831/Ie_Naki_Ko_Movie,"1,101 ",Movie,Mar 1980 , Mar 1980,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: MAPPA
