Rank,Title,Score,Episodes,Members_Votes,Type,Premiered,Rating,Source,Studio,Top
4422,Fate/stay night TV Reproduction,6.85,100,38805,1,2010,2,5,340,0
4423,Fushigi Yuugi: Eikouden,6.85,100,16447,1,2001,2,5,340,0
4424,Gakusen Toshi Asterisk,6.85,100,567679,2,2015,2,5,340,0
4425,Galaxy Angel S,6.85,1,2165,1,2004,2,5,340,0
4426,Gi(a)rlish Number,6.85,100,95033,2,2016,2,5,340,0
4428,Hi no Tori: Houou-hen,6.85,1,3060,0,1986,2,5,340,0
4430,Juushin Enbu: Hero Tales,6.85,100,24749,2,2007,2,5,340,0
4431,Kantai Collection: KanColle,6.85,100,200722,2,2015,2,5,340,0
4432,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.85,100,10635,2,2006,2,5,340,0
4435,Love Live! School Idol Project OVA,6.85,1,45732,1,2013,2,5,340,0
4436,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,6.84,100,103897,2,2021,2,5,340,0
4437,Akkun to Kanojo,6.84,100,143180,2,2018,2,5,340,0
4438,Armitage III: Dual-Matrix,6.84,1,16425,0,2002,2,5,340,0
4439,Captain Tsubasa: Saikyou no Teki! Holland Youth,6.84,1,4238,1,1995,2,5,340,0
4440,Corrector Yui,6.84,100,13708,2,1999,2,5,340,0
4441,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,6.84,1,3560,0,2011,2,5,340,0
4442,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.84,1,1559,0,2019,2,5,340,0
4443,Croket!,6.84,500,994,2,2003,2,5,340,0
4444,Dagashi Kashi 2,6.84,100,138532,2,2018,2,5,340,0
4445,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.84,1,3834,0,2013,2,5,340,0
4446,Double Decker! Doug & Kirill,6.84,100,33373,2,2018,2,5,340,0
4447,Dragon Ball Movie 3: Makafushigi Daibouken,6.84,1,49134,0,1988,2,5,340,0
4449,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,6.84,1,51146,1,2021,2,5,340,0
4450,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.84,1,58499,0,2020,2,5,340,0
4452,Freezing,6.84,100,292213,2,2011,2,5,340,0
4454,Happy Sugar Life,6.84,100,237685,2,2018,2,5,340,0
4457,Honoo no Mirage: Minagiwa no Hangyakusha,6.84,100,9766,1,2004,2,5,340,0
4459,Idol Densetsu Eriko,6.84,100,4667,2,1989,2,5,340,0
4460,Kishin Taisen Gigantic Formula,6.84,100,6212,2,2007,2,5,340,0
4462,Macross Dynamite 7,6.84,100,12066,1,1997,2,5,340,0
4463,Majimoji Rurumo,6.84,100,67767,2,2014,2,5,340,0
4464,Montana Jones,6.84,100,1625,2,1994,2,5,340,0
4466,No Game No Life: Zero - Manner Movie,6.84,1,26360,0,2017,2,5,340,0
4468,Onegai☆Twins,6.84,100,82138,2,2003,2,5,340,0
4470,PopoloCrois,6.84,100,1786,2,2003,2,5,340,0
4471,Precure Super Stars! Movie,6.84,1,2524,0,2018,2,5,340,0
4472,Project A-Ko,6.84,1,16297,0,1986,2,5,340,0
4473,Sakura Taisen: Gouka Kenran,6.84,100,4092,1,1999,2,5,340,0
4474,Shinmai Maou no Testament Burst,6.84,100,333478,2,2015,2,5,340,0
4477,Stratos 4 Advance,6.84,100,3358,1,2005,2,5,340,0
4480,Yu☆Gi☆Oh! Zexal Second,6.84,100,33158,2,2012,2,5,340,0
4481,Micchiri Neko,6.83,100,7620,2,2018,2,5,340,0
4482,Monkey Punch: Manga Katsudou Daishashin,6.83,100,1831,2,2004,2,5,340,0
4483,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.83,100,15874,1,2012,2,5,340,0
4486,Robotica*Robotics,6.83,1,13608,1,2010,2,5,340,0
4487,Rockman.EXE Beast+,6.83,100,5653,2,2006,2,5,340,0
4489,Seiken Tsukai no World Break,6.83,100,268643,2,2015,2,5,340,0
4490,Strait Jacket,6.83,100,24376,1,2007,2,5,340,0
4493,30th Gundam Perfect Mission,6.83,1,6369,1,2009,2,5,340,0
4494,3D Kanojo: Real Girl,6.83,100,273497,2,2018,2,5,340,0
4495,Atom: The Beginning,6.83,100,28562,2,2017,2,5,340,0
4496,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.83,1,7900,1,2017,2,5,340,0
4497,Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,6.83,1,1211,0,2020,2,5,340,0
4498,Crusher Joe,6.83,1,6698,0,1983,2,5,340,0
4499,Devils Line,6.83,100,218312,2,2018,2,5,340,0
4500,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,6.83,100,5430,0,2017,2,5,340,0
4501,Ganbare! Kickers,6.83,100,8383,2,1986,2,5,340,0
4502,Hakuouki OVA (2021),6.83,100,3618,1,2021,2,5,340,0
4503,Hidan no Aria,6.83,100,339770,2,2011,2,5,340,0
4506,Kannazuki no Miko,6.83,100,64096,2,2004,2,5,340,0
4508,Bem Movie: Become Human,6.82,1,7952,0,2020,2,5,340,0
4509,Black★Rock Shooter (TV),6.82,100,322682,2,2012,2,5,340,0
4510,Blade of the Immortal,6.82,100,62452,2,2008,2,5,340,0
4511,Buzzer Beater 2nd Season,6.82,100,8015,2,2007,2,5,340,0
4513,Cossette no Shouzou,6.82,100,63529,1,2004,2,5,340,0
4515,Dear Boys,6.82,100,20131,2,2003,2,5,340,0
4516,Deatte 5-byou de Battle,6.82,100,127914,2,2021,2,5,340,0
4517,Dragon Quest: Yuusha Abel Densetsu,6.82,100,5251,2,1989,2,5,340,0
4518,El Hazard 2: The Magnificent World,6.82,100,8242,1,1997,2,5,340,0
4519,El Hazard: The Alternative World,6.82,100,10311,2,1998,2,5,340,0
4520,Etotama,6.82,100,74592,2,2015,2,5,340,0
4521,Gamers!,6.82,100,554594,2,2017,2,5,340,0
4524,Healin' Good♡Precure,6.82,100,8315,2,2020,2,5,340,0
4525,Heroman,6.82,100,36407,2,2010,2,5,340,0
4526,Higurashi no Naku Koro ni Sotsu,6.82,100,80087,2,2021,2,5,340,0
4527,Hoshi no Kirby,6.82,100,26675,2,2001,2,5,340,0
4528,Inazuma Eleven: Orion no Kokuin,6.82,100,20905,2,2018,2,5,340,0
4529,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",6.82,1,8732,1,2008,2,5,340,0
4532,Koko wa Green Wood,6.82,100,8576,1,1991,2,5,340,0
4533,Koneko no Chi: Ponponra Daibouken,6.82,100,6515,2,2016,2,5,340,0
4535,Kure-nai OVA,6.82,100,12657,1,2010,2,5,340,0
4540,Mini Van,6.82,100,1836,2,2013,2,5,340,0
4541,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.82,1,1625,0,1976,2,5,340,0
4542,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.82,1,14080,1,2020,2,5,340,0
4543,Neo Angelique Abyss,6.82,100,34960,2,2008,2,5,340,0
4544,Nurse Angel Ririka SOS,6.82,100,3478,2,1995,2,5,340,0
4547,Ranma ½: DoCo Music Video,6.82,1,3430,1,1995,2,5,340,0
4549,Shinkyoku Soukai Polyphonica,6.82,100,30067,2,2007,2,5,340,0
4551,Sonic★the★Hedgehog,6.82,100,16058,1,1996,2,5,340,0
4552,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.82,100,5371,2,2003,2,5,340,0
4553,Sunohara-sou no Kanrinin-san,6.82,100,123048,2,2018,2,5,340,0
4554,Touken Ranbu: Hanamaru,6.82,100,73456,2,2016,2,5,340,0
4555,Tsuyoshi Shikkari Shinasai,6.82,500,2077,2,1992,2,5,340,0
4556,Tytania,6.82,100,18152,2,2008,2,5,340,0
4557,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,6.82,100,5606,1,2006,2,5,340,0
4558,Urusei Yatsura Movie 6: Itsudatte My Darling,6.82,1,5736,0,1991,2,5,340,0
4559,X OVA,6.82,1,11858,1,2001,2,5,340,0
4560,Yama no Susume,6.82,100,68890,2,2013,2,5,340,0
4561,Yozakura Quartet,6.82,100,137635,2,2008,2,5,340,0
4562,Yuusha Shirei Dagwon,6.82,100,1851,2,1996,2,5,340,0
4563,Monster Farm: Enbanseki no Himitsu,6.81,100,39302,2,1999,2,5,340,0
4564,Munto,6.81,1,18728,1,2003,2,5,340,0
4565,My Little Goat,6.81,1,399,0,2018,2,5,340,0
4569,Pokemon Sun & Moon,6.81,500,87051,2,2016,2,5,340,0
4570,Pokemon: Pikachu no Natsuyasumi,6.81,1,32035,0,1998,2,5,340,0
4571,Pupipo!,6.81,100,19504,2,2013,2,5,340,0
4573,Shin Koihime†Musou,6.81,100,29489,2,2009,2,5,340,0
4575,Super Robot Taisen OG: Divine Wars,6.81,100,7156,2,2006,2,5,340,0
4576,Tatsu no Ko Tarou,6.81,1,3559,0,1979,2,5,340,0
4578,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.81,1,29436,1,2014,2,5,340,0
4580,Toji no Miko,6.81,100,70574,2,2018,2,5,340,0
4582,Vassalord.,6.81,1,30913,1,2013,2,5,340,0
4584,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.81,100,142170,2,2019,2,5,340,0
4585,Wellber no Monogatari: Sisters of Wellber Zwei,6.81,100,4724,2,2008,2,5,340,0
4586,Yuu☆Yuu☆Hakusho (Movie),6.81,1,27087,0,1993,2,5,340,0
4588,Aho Girl,6.81,100,414620,2,2017,2,5,340,0
4589,Anime 80-nichikan Sekai Isshuu,6.81,100,4454,2,1984,2,5,340,0
4590,Beatless Final Stage,6.81,100,31622,2,2018,2,5,340,0
4592,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.81,1,41868,1,2017,2,5,340,0
4593,Candy Boy Episode: EX01 - Mirai Yohouzu,6.81,1,24713,1,2008,2,5,340,0
4595,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,6.81,1,4519,0,1986,2,5,340,0
4596,CB Chara Go Nagai World,6.81,100,2980,1,1991,2,5,340,0
4597,Chikyuu Shoujo Arjuna,6.81,100,28061,2,2001,2,5,340,0
4600,Gekitou! Crush Gear Turbo,6.81,100,5629,2,2001,2,5,340,0
4601,Hagure Yuusha no Aesthetica,6.81,100,363263,2,2012,2,5,340,0
4602,Hitori no Shita: The Outcast,6.81,100,164380,2,2016,2,5,340,0
4604,Hyakujuu-Ou GoLion,6.81,100,10956,2,1981,2,5,340,0
4605,Innocent Venus,6.81,100,25279,2,2006,2,5,340,0
4607,Kiratto Pri☆chan Season 3,6.81,100,1617,2,2020,2,5,340,0
4609,Kogepan,6.81,100,5875,2,2001,2,5,340,0
4610,Kuro no Su: Chronus,6.81,1,17788,0,2014,2,5,340,0
4611,Lamune,6.81,100,39033,2,2005,2,5,340,0
4614,Mahoujin Guru Guru Movie,6.81,1,1814,0,1996,2,5,340,0
4617,Bakuretsu Tenshi,6.8,100,64876,2,2004,2,5,340,0
4620,Dragon Ball Movie 1: Shen Long no Densetsu,6.8,1,58000,0,1986,2,5,340,0
4621,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.8,1,109636,0,1992,2,5,340,0
4622,Dragon Quest: Your Story,6.8,1,12743,0,2019,2,5,340,0
4623,Grappler Baki,6.8,1,13793,1,1994,2,5,340,0
4624,Happy☆Lesson: Advance,6.8,100,13751,2,2003,2,5,340,0
4625,Happy☆Lesson: The Final,6.8,100,8801,1,2004,2,5,340,0
4628,Ichiban Ushiro no Daimaou,6.8,100,455071,2,2010,2,5,340,0
4630,Jewelpet Happiness,6.8,100,2994,2,2013,2,5,340,0
4632,Kamisama ni Natta Hi,6.8,100,211694,2,2020,2,5,340,0
4634,Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.8,100,2695,2,1991,2,5,340,0
4635,"Kono Danshi, Uchuujin to Tatakaemasu.",6.8,1,24518,1,2011,2,5,340,0
4636,Koufuku Graffiti,6.8,100,73832,2,2015,2,5,340,0
4638,Loveless,6.8,100,129882,2,2005,2,5,340,0
4639,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.8,100,130801,2,2020,2,5,340,0
4641,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.8,100,12569,1,2006,2,5,340,0
4644,Peter Pan no Bouken,6.8,100,3927,2,1989,2,5,340,0
4645,Pokemon: Pikachu to Eievui Friends,6.8,1,8596,0,2013,2,5,340,0
4646,Ro-Kyu-Bu!,6.8,100,75603,2,2011,2,5,340,0
4647,s.CRY.ed Alteration II: Quan,6.8,1,3771,0,2012,2,5,340,0
4648,Saint Seiya: Jashin Eris,6.8,1,17183,0,1987,2,5,340,0
4653,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.8,1,37878,1,2010,2,5,340,0
4654,Uchuusen Sagittarius,6.8,100,1120,2,1986,2,5,340,0
4655,White Album 2nd Season,6.8,100,45099,2,2009,2,5,340,0
4656,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.8,1,30332,1,2015,2,5,340,0
4658,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.8,1,43366,1,2014,2,5,340,0
4659,Metal Fight Beyblade,6.79,100,74015,2,2009,2,5,340,0
4660,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.79,1,75041,0,2006,2,5,340,0
4661,Silent Möbius,6.79,100,12616,2,1998,2,5,340,0
4664,Tales of Phantasia The Animation,6.79,100,21532,1,2004,2,5,340,0
4665,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.79,1,8761,1,1994,2,5,340,0
4666,Toaru Majutsu no Index III,6.79,100,209195,2,2018,2,5,340,0
4668,Yakunara Mug Cup mo: Niban Gama,6.79,100,12770,2,2021,2,5,340,0
4669,Yoshinaga-sanchi no Gargoyle,6.79,100,4578,2,2006,2,5,340,0
4670,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.79,1,1621,0,2017,2,5,340,0
4672,Zuori Qing Kong,6.79,1,9294,0,2018,2,5,340,0
4673,1000-nen Joou: Queen Millennia,6.79,1,4046,0,1982,2,5,340,0
4674,22/7,6.79,100,37777,2,2020,2,5,340,0
4675,Anne no Nikki,6.79,1,6992,0,1995,2,5,340,0
4676,Argonavis from BanG Dream!,6.79,100,9731,2,2020,2,5,340,0
4678,Brave Witches,6.79,100,53065,2,2016,2,5,340,0
4679,Bubuki Buranki: Hoshi no Kyojin,6.79,100,24500,2,2016,2,5,340,0
4680,Cardfight!! Vanguard: Asia Circuit-hen,6.79,100,22207,2,2012,2,5,340,0
4681,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.79,1,2766,0,2007,2,5,340,0
4682,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.79,1,3034,0,2009,2,5,340,0
4684,Futari wa Precure: Max Heart Movie 1,6.79,1,5693,0,2005,2,5,340,0
4685,Goal FH: Field Hunter,6.79,100,1648,2,1994,2,5,340,0
4686,Hyakka Ryouran: Samurai Girls,6.79,100,163729,2,2010,2,5,340,0
4687,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.79,100,48106,2,2020,2,5,340,0
4688,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,6.79,1,14304,1,2006,2,5,340,0
4689,Kemono no Souja Erin Recaps,6.79,100,2345,2,2010,2,5,340,0
4691,Kyojin no Hoshi,6.79,500,2161,2,1968,2,5,340,0
4694,Mahou no Princess Minky Momo,6.79,100,6734,2,1982,2,5,340,0
4695,Majutsushi Orphen: Revenge,6.79,100,16194,2,1999,2,5,340,0
4696,Mashin Eiyuuden Wataru 2,6.79,100,1095,2,1990,2,5,340,0
4697,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,6.79,1,5015,1,2019,2,5,340,0
4698,Megazone 23,6.79,100,16515,1,1985,2,5,340,0
4700,Bakuretsu Tenshi: Infinity,6.78,1,14858,1,2007,2,5,340,0
4701,Bakusou Kyoudai Let's & Go,6.78,100,9478,2,1996,2,5,340,0
4702,Chocotto Sister,6.78,100,19662,2,2006,2,5,340,0
4704,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.78,1,113423,0,1994,2,5,340,0
4706,Fireball Charming,6.78,100,7681,2,2011,2,5,340,0
4707,Gaikotsu Shotenin Honda-san OVA,6.78,1,8204,1,2019,2,5,340,0
4708,Gegege no Kitarou (1968),6.78,100,3735,2,1968,2,5,340,0
4709,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.78,100,3560,2,2006,2,5,340,0
4710,Golgo 13,6.78,1,15182,0,1983,2,5,340,0
4712,Happiness Charge Precure!,6.78,100,9946,2,2014,2,5,340,0
4714,I My Me! Strawberry Eggs,6.78,100,35230,2,2001,2,5,340,0
4715,Ikkitousen: Dragon Destiny,6.78,100,71400,2,2007,2,5,340,0
4718,Kitakubu Katsudou Kiroku,6.78,100,46035,2,2013,2,5,340,0
4719,Koukaku Kidoutai Nyuumon Arise,6.78,100,7216,2,2014,2,5,340,0
4720,Mermaid's Scar,6.78,1,6937,1,1993,2,5,340,0
4721,Mitsuami no Kamisama,6.78,1,3783,0,2015,2,5,340,0
4723,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,6.78,1,72361,1,2005,2,5,340,0
4724,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,6.78,1,6990,1,2012,2,5,340,0
4725,Nijiiro Days OVA,6.78,1,16168,1,2016,2,5,340,0
4726,Nourin,6.78,100,166143,2,2014,2,5,340,0
4729,Rinne no Lagrange: Kamogawa Days,6.78,1,8596,1,2012,2,5,340,0
4730,Rosario to Vampire,6.78,100,606841,2,2008,2,5,340,0
4731,Saint Seiya: Saishuu Seisen no Senshi-tachi,6.78,1,14489,0,1989,2,5,340,0
4733,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,6.78,1,69710,1,2016,2,5,340,0
4737,Vandread: Taidou-hen,6.78,1,7068,1,2001,2,5,340,0
4740,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.78,1,2018,0,2015,2,5,340,0
4743,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.77,1,12203,0,1998,2,5,340,0
4744,Ochikobore Fruit Tart,6.77,100,31466,2,2020,2,5,340,0
4746,Recorder to Randoseru,6.77,100,12456,1,2012,2,5,340,0
4748,Seikaisuru Kado,6.77,100,100139,2,2017,2,5,340,0
4749,Sekai Meisaku Douwa: Mori wa Ikiteiru,6.77,1,1897,0,1980,2,5,340,0
4750,Shinkansen Henkei Robo Shinkalion The Animation,6.77,100,3064,2,2018,2,5,340,0
4752,Sora no Method,6.77,100,99160,2,2014,2,5,340,0
4753,Tansu Warashi.,6.77,1,5386,0,2011,2,5,340,0
4755,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,6.77,1,31967,1,2007,2,5,340,0
4756,Venus Senki,6.77,1,12006,0,1989,2,5,340,0
4757,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.77,1,2731,1,2010,2,5,340,0
4759,Aoi Blink,6.77,100,1697,2,1989,2,5,340,0
4760,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.77,1,20853,1,2013,2,5,340,0
4761,Argento Soma,6.77,100,24048,2,2000,2,5,340,0
4762,Attack No.1,6.77,500,7748,2,1969,2,5,340,0
4763,Babylon,6.77,100,119254,2,2019,2,5,340,0
4764,Brave 10,6.77,100,137864,2,2012,2,5,340,0
4767,Chou Robot Seimeitai Transformers Micron Densetsu,6.77,100,8213,2,2003,2,5,340,0
4768,Chuubyou Gekihatsu Boy,6.77,100,40175,2,2019,2,5,340,0
4769,Doujin Work,6.77,100,26359,2,2007,2,5,340,0
4773,Gate Keepers 21,6.77,100,9799,1,2002,2,5,340,0
4774,gdgd Fairies,6.77,100,4727,2,2011,2,5,340,0
4776,Hanaukyou Maid-tai: La Verite,6.77,100,21439,2,2004,2,5,340,0
4777,Hikari to Mizu no Daphne,6.77,100,13333,2,2004,2,5,340,0
4778,Hinako Note,6.77,100,93018,2,2017,2,5,340,0
4779,Itoshi no Muco,6.77,100,6778,2,2015,2,5,340,0
4780,Kaguya-hime,6.77,1,1825,0,1961,2,5,340,0
4781,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.77,1,2490,0,2017,2,5,340,0
4783,Koukou Butouden Crows,6.77,100,3905,1,1994,2,5,340,0
4784,Koutetsu Tenshi Kurumi,6.77,100,22349,2,1999,2,5,340,0
4785,Maburaho,6.77,100,90357,2,2003,2,5,340,0
4786,Magical☆Star Kanon 100%,6.77,1,29094,1,2013,2,5,340,0
4787,Mahou Sensei Negima! Movie: Anime Final,6.77,1,19308,0,2011,2,5,340,0
4788,Mahoutsukai Tai! (TV),6.77,100,9698,2,1999,2,5,340,0
4789,Marulk-chan no Nichijou,6.77,100,17490,0,2020,2,5,340,0
4790,Asobi ni Iku yo!: Asobi ni Oide,6.76,1,42456,1,2011,2,5,340,0
4791,Baja no Studio: Baja no Mita Umi,6.76,1,1222,1,2020,2,5,340,0
4792,Cardfight!! Vanguard Movie: Neon Messiah,6.76,1,5589,0,2014,2,5,340,0
4793,Chibi☆Devi!,6.76,100,13937,2,2011,2,5,340,0
4794,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.76,1,1739,0,2018,2,5,340,0
4795,Detective Conan: The Burning Galactic Railway,6.76,1,996,0,2020,2,5,340,0
4796,Di Gi Charat,6.76,100,20027,2,1999,2,5,340,0
4798,Dirty Pair: Bouryaku no 005-bin,6.76,1,3853,1,1990,2,5,340,0
4799,Dragon Ball Movie 2: Majinjou no Nemurihime,6.76,1,54069,0,1987,2,5,340,0
4800,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,6.76,100,43979,1,1993,2,5,340,0
4803,Freezing Vibration,6.76,100,150013,2,2013,2,5,340,0
4805,Gunparade March: Arata Naru Kougunka,6.76,100,14891,2,2003,2,5,340,0
4807,Hi no Tori: Yamato-hen,6.76,1,2186,1,1987,2,5,340,0
4808,Hitohira,6.76,100,18891,2,2007,2,5,340,0
4810,Hyakko Extra,6.76,1,9654,1,2009,2,5,340,0
4811,Ikkitousen: Xtreme Xecutor,6.76,100,44798,2,2010,2,5,340,0
4812,Ikkyuu-san,6.76,500,1802,2,1975,2,5,340,0
4814,Jewelpet Kira☆Deco!,6.76,100,3471,2,2012,2,5,340,0
4815,Kaleido Star: Good da yo! Goood!!,6.76,1,6584,1,2006,2,5,340,0
4817,Kodomo no Jikan (TV),6.76,100,102624,2,2007,2,5,340,0
4819,Kousoku Denjin Albegus,6.76,100,1607,2,1983,2,5,340,0
4820,Macross Δ Movie: Gekijou no Walküre,6.76,1,7949,0,2018,2,5,340,0
4822,Maple Town Monogatari,6.76,100,2213,2,1986,2,5,340,0
4823,Masamune-kun no Revenge,6.76,100,692749,2,2017,2,5,340,0
4824,Meiken Lassie,6.76,100,1302,2,1996,2,5,340,0
4826,Nekopara,6.76,100,141582,2,2020,2,5,340,0
4827,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.76,100,448915,2,2016,2,5,340,0
4828,Night Head Genesis,6.76,100,28837,2,2006,2,5,340,0
4829,Ningyo no Mori,6.76,1,6405,1,1991,2,5,340,0
4832,Re-Kan!,6.76,100,56021,2,2015,2,5,340,0
4833,Schwarzesmarken,6.76,100,101454,2,2016,2,5,340,0
4834,Shuumatsu no Izetta,6.76,100,161010,2,2016,2,5,340,0
4837,Teekyuu 3,6.76,100,24060,2,2013,2,5,340,0
4838,Tomorrow's Leaves,6.76,1,1749,0,2021,2,5,340,0
4841,Midara na Ao-chan wa Benkyou ga Dekinai,6.75,100,215173,2,2019,2,5,340,0
4843,Monster Strike The Movie: Hajimari no Basho e,6.75,1,4136,0,2016,2,5,340,0
4844,Net Ghost Pipopa,6.75,100,1870,2,2008,2,5,340,0
4846,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,6.75,1,40046,1,2016,2,5,340,0
4848,Panda Kopanda,6.75,100,9127,0,1972,2,5,340,0
4849,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,6.75,1,84971,0,2003,2,5,340,0
4850,Pygmalio,6.75,100,1266,2,1990,2,5,340,0
4852,Shichinin no Nana,6.75,100,5544,2,2002,2,5,340,0
4854,Shutsugeki! Machine Robo Rescue,6.75,100,1566,2,2003,2,5,340,0
4855,Sora no Otoshimono Final: Eternal My Master,6.75,1,86029,0,2014,2,5,340,0
4856,Soukou Kihei Votoms: Genei-hen,6.75,100,2558,1,2010,2,5,340,0
4857,Super Seisyun Brothers,6.75,100,30230,2,2013,2,5,340,0
4858,Tayutama: Kiss on My Deity,6.75,100,65195,2,2009,2,5,340,0
4859,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.75,1,1742,0,1997,2,5,340,0
4860,To Heart 2 Adnext,6.75,100,4421,1,2010,2,5,340,0
4861,Totsuzen! Neko no Kuni Banipal Witt,6.75,1,2349,0,1995,2,5,340,0
4862,Urusei Yatsura Movie 4: Lum The Forever,6.75,1,5667,0,1986,2,5,340,0
4864,Wanwan Sanjuushi,6.75,100,2645,2,1981,2,5,340,0
4867,Aoki Densetsu Shoot! (Movie),6.75,1,2191,0,1994,2,5,340,0
4868,Aoki Ryuusei SPT Layzner OVA,6.75,100,1713,1,1986,2,5,340,0
4869,Bananya,6.75,100,61813,2,2016,2,5,340,0
4871,Black Clover: Jump Festa 2016 Special,6.75,1,35357,1,2016,2,5,340,0
4872,Canvas 2: Niji-iro no Sketch,6.75,100,25338,2,2005,2,5,340,0
4873,Code:Breaker,6.75,100,293113,2,2012,2,5,340,0
4874,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,6.75,1,3243,0,1999,2,5,340,0
4875,Dr. Rin ni Kiitemite!,6.75,100,3775,2,2001,2,5,340,0
4877,Fantascope: Tylostoma,6.75,1,3217,1,2006,2,5,340,0
4879,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.75,1,4301,0,2006,2,5,340,0
4882,Honoo no Alpenrose: Judy & Randy,6.75,100,2815,2,1985,2,5,340,0
4884,Ikkitousen: Great Guardians,6.75,100,58637,2,2008,2,5,340,0
4885,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.75,1,1920,0,1997,2,5,340,0
4886,Junk Head,6.75,1,593,0,2017,2,5,340,0
4888,Kidou Senkan Nadesico: The Prince of Darkness,6.75,1,14316,0,1998,2,5,340,0
4890,Mahou Shoujo Pretty Sammy (1996),6.75,100,6608,2,1996,2,5,340,0
4892,3x3 Eyes,6.74,100,24614,1,1991,2,5,340,0
4894,Aishite Knight,6.74,100,7341,2,1983,2,5,340,0
4895,Bakuten Shoot Beyblade,6.74,100,98454,2,2001,2,5,340,0
4896,Black Jack: Sora kara Kita Kodomo,6.74,1,2997,1,2000,2,5,340,0
4898,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.74,1,4536,0,1985,2,5,340,0
4899,Cocolors,6.74,1,6228,0,2017,2,5,340,0
4900,D.C.: Da Capo,6.74,100,71285,2,2003,2,5,340,0
4903,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.74,100,5216,0,2017,2,5,340,0
