Rank,Title,Score,Episodes,Members_Votes,Type,Premiered,Rating,Source,Studio,Top
3935,Batman: Gotham Knight,6.96,100,26541,1,2008,2,5,340,0
3936,Bouken Ou Beet,6.96,100,13973,2,2004,2,5,340,0
3939,Chou Mashin Eiyuuden Wataru,6.96,100,1510,2,1997,2,5,340,0
3940,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,6.96,1,6870,0,1994,2,5,340,0
3941,Full Metal Panic! Movie 2: One Night Stand,6.96,1,5665,0,2018,2,5,340,0
3942,Genki Bakuhatsu Ganbaruger,6.96,100,1017,2,1992,2,5,340,0
3944,Hyper Police,6.96,100,9215,2,1997,2,5,340,0
3945,Inazuma Eleven Go vs. Danball Senki W Movie,6.96,1,11242,0,2012,2,5,340,0
3947,"Iriya no Sora, UFO no Natsu",6.96,100,24034,1,2005,2,5,340,0
3948,Keijo!!!!!!!!,6.96,100,347412,2,2016,2,5,340,0
3952,Mizuiro Jidai,6.96,100,3870,2,1996,2,5,340,0
3953,Monochrome Factor,6.96,100,55572,2,2008,2,5,340,0
3954,Nagagutsu wo Haita Neko,6.96,1,3574,0,1969,2,5,340,0
3955,Ninja Senshi Tobikage,6.96,100,3903,2,1985,2,5,340,0
3957,Osake wa Fuufu ni Natte kara,6.96,100,175395,2,2017,2,5,340,0
3958,Peach Girl,6.96,100,89650,2,2005,2,5,340,0
3959,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,6.96,1,98817,0,2004,2,5,340,0
3961,Release the Spyce,6.96,100,62374,2,2018,2,5,340,0
3962,Shin Hokuto no Ken,6.96,100,12861,1,2003,2,5,340,0
3963,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.96,1,3627,1,1994,2,5,340,0
3964,UQ Holder!: Mahou Sensei Negima! 2,6.96,100,168454,2,2017,2,5,340,0
3965,World Destruction: Sekai Bokumetsu no Rokunin,6.96,100,48978,2,2008,2,5,340,0
3969,Mushrambo,6.95,100,14269,2,2000,2,5,340,0
3970,Namiuchigiwa no Muromi-san,6.95,100,38441,2,2013,2,5,340,0
3971,Nekopara OVA,6.95,1,72354,1,2017,2,5,340,0
3972,Nerawareta Gakuen,6.95,1,85650,0,2012,2,5,340,0
3973,Onegai My Melody Sukkiri♪,6.95,100,2553,2,2007,2,5,340,0
3974,Otogi Juushi Akazukin,6.95,100,6467,2,2006,2,5,340,0
3975,Otogizoushi,6.95,100,16138,2,2004,2,5,340,0
3976,Punch Line,6.95,100,207785,2,2015,2,5,340,0
3977,Qin Shi Ming Yue: Zhu Zi Bai Jia,6.95,100,1193,2,2010,2,5,340,0
3978,Starmyu 3rd Season,6.95,100,8673,2,2019,2,5,340,0
3979,Super Lovers,6.95,100,125218,2,2016,2,5,340,0
3980,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.95,1,4905,0,1978,2,5,340,0
3981,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.95,100,8846,2,2003,2,5,340,0
3982,Urusei Yatsura Movie 3: Remember My Love,6.95,1,6101,0,1985,2,5,340,0
3986,"Zone of the Enders: Dolores, I",6.95,100,10757,2,2001,2,5,340,0
3987,A-Channel,6.95,100,91998,2,2011,2,5,340,0
3988,Animal Yokochou,6.95,100,2515,2,2005,2,5,340,0
3989,Battle Spirits: Shounen Gekiha Dan,6.95,100,2925,2,2009,2,5,340,0
3990,Choujigen Game Neptune The Animation,6.95,100,140812,2,2013,2,5,340,0
3991,Dai Mahou Touge,6.95,100,29445,1,2006,2,5,340,0
3992,Deadman Wonderland: Akai Knife Tsukai,6.95,1,125113,1,2011,2,5,340,0
3993,Devil May Cry,6.95,100,279602,2,2007,2,5,340,0
3994,Doraemon Movie 06: Nobita no Little Star Wars,6.95,1,4764,0,1985,2,5,340,0
3995,El Hazard: The Wanderers,6.95,100,15912,2,1995,2,5,340,0
3997,Futari wa Precure: Max Heart,6.95,100,15309,2,2005,2,5,340,0
3999,Ibara no Ou,6.95,1,65289,0,2009,2,5,340,0
4000,Inazuma Eleven Go,6.95,100,66582,2,2011,2,5,340,0
4001,Jashin-chan Dropkick,6.95,100,86962,2,2018,2,5,340,0
4002,Kagaku Ninja-tai Gatchaman,6.95,500,8844,2,1972,2,5,340,0
4004,Koukou Tekken-den Tough,6.95,100,3871,1,2002,2,5,340,0
4006,Macross 7 Encore,6.95,100,8280,1,1995,2,5,340,0
4007,Mahou Sensei Negima!,6.95,100,129078,2,2005,2,5,340,0
4008,3x3 Eyes: Seima Densetsu,6.94,100,13203,1,1995,2,5,340,0
4009,Aldnoah.Zero 2nd Season,6.94,100,285109,2,2015,2,5,340,0
4010,Back Street Girls: Gokudolls,6.94,100,119045,2,2018,2,5,340,0
4014,Cheburashka,6.94,1,1268,0,2010,2,5,340,0
4018,Digimon Savers,6.94,100,78450,2,2006,2,5,340,0
4020,Fractale,6.94,100,77551,2,2011,2,5,340,0
4021,Full Metal Panic! Movie 1: Boy Meets Girl,6.94,1,6077,0,2017,2,5,340,0
4022,Gate Keepers,6.94,100,20351,2,2000,2,5,340,0
4023,Gensoumaden Saiyuuki: Kibou no Zaika,6.94,1,4177,1,2002,2,5,340,0
4024,Grisaia: Phantom Trigger The Animation - Stargazer,6.94,1,20495,0,2020,2,5,340,0
4026,Harmony,6.94,1,53107,0,2015,2,5,340,0
4028,Hi no Tori: Uchuu-hen,6.94,1,2571,1,1987,2,5,340,0
4029,Hinata no Aoshigure,6.94,1,21359,0,2013,2,5,340,0
4031,Jungle Book Shounen Mowgli,6.94,100,6090,2,1989,2,5,340,0
4032,Kami-tachi ni Hirowareta Otoko,6.94,100,130957,2,2020,2,5,340,0
4033,Koisuru Tenshi Angelique: Kagayaki no Ashita,6.94,100,9928,2,2007,2,5,340,0
4034,Lost Song,6.94,100,39091,2,2018,2,5,340,0
4036,Lupin III: Lupin wa Ima mo Moete Iru ka?,6.94,1,4054,1,2018,2,5,340,0
4037,Macademi Wasshoi!,6.94,100,40644,2,2008,2,5,340,0
4038,Magic Tree House,6.94,1,6553,0,2012,2,5,340,0
4039,Mirai Shounen Conan (Movie),6.94,1,2247,0,1979,2,5,340,0
4040,One Piece 3D: Gekisou! Trap Coaster,6.94,1,20134,0,2011,2,5,340,0
4041,Pita Ten,6.94,100,21633,2,2002,2,5,340,0
4043,Ryuusei no Rockman Tribe,6.94,100,5933,2,2007,2,5,340,0
4044,Satsuriku no Tenshi,6.94,100,524026,2,2018,2,5,340,0
4045,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.94,1,106996,1,2015,2,5,340,0
4050,Tiger Mask W,6.94,100,19891,2,2016,2,5,340,0
4052,Uchi Tama?! Uchi no Tama Shirimasen ka?,6.94,100,19626,2,2020,2,5,340,0
4053,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.94,100,6658,1,2005,2,5,340,0
4054,Urayasu Tekkin Kazoku,6.94,100,1812,2,1998,2,5,340,0
4055,Vampire Knight,6.94,100,539639,2,2008,2,5,340,0
4057,Night Walker: Mayonaka no Tantei,6.93,100,17800,2,1998,2,5,340,0
4059,Ochamegami Monogatari: Korokoro Pollon,6.93,100,2562,2,1982,2,5,340,0
4060,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93,1,2197,1,2011,2,5,340,0
4061,Precure Dream Stars! Movie,6.93,1,2955,0,2017,2,5,340,0
4062,Rosario to Vampire Capu2,6.93,100,375704,2,2008,2,5,340,0
4064,Sekai Meisaku Douwa: Hakuchou no Mizuumi,6.93,1,3422,0,1981,2,5,340,0
4068,Shinkon Gattai Godannar!! 2nd Season,6.93,100,7440,2,2004,2,5,340,0
4069,Soukou Kihei Votoms: Kakuyaku taru Itan,6.93,100,3144,1,1994,2,5,340,0
4070,Strike the Blood: Kieta Seisou-hen,6.93,1,21831,1,2020,2,5,340,0
4071,Tantei Opera Milky Holmes,6.93,100,41525,2,2010,2,5,340,0
4073,Tongari Boushi no Memole,6.93,100,2275,2,1984,2,5,340,0
4074,Usavich,6.93,100,6393,2,2006,2,5,340,0
4075,Vexille: 2077 Nihon Sakoku,6.93,1,18058,0,2007,2,5,340,0
4077,Yumekui Merry,6.93,100,128446,2,2011,2,5,340,0
4079,Animation Seisaku Shinkou Kuromi-chan 2,6.93,1,5452,1,2004,2,5,340,0
4080,Bakuten Shoot Beyblade G Revolution,6.93,100,43297,2,2003,2,5,340,0
4081,Binchou-tan,6.93,100,9953,2,2006,2,5,340,0
4083,Buki yo Saraba,6.93,1,10900,0,2013,2,5,340,0
4085,Doraemon: Doraemon Comes Back (Movie),6.93,1,2077,0,1998,2,5,340,0
4086,Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.93,1,2968,1,2002,2,5,340,0
4087,Gravitation: Lyrics of Love,6.93,100,30318,1,1999,2,5,340,0
4088,Grisaia: Phantom Trigger The Animation,6.93,100,66905,0,2019,2,5,340,0
4091,Kinnikuman II Sei: Ultimate Muscle,6.93,100,6620,2,2004,2,5,340,0
4092,Kurogane no Linebarrels,6.93,100,40351,2,2008,2,5,340,0
4095,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,6.93,1,8330,0,1995,2,5,340,0
4096,Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,6.93,1,2956,1,1988,2,5,340,0
4098,Andersen Douwa: Ningyohime,6.92,1,4750,0,1975,2,5,340,0
4099,Animation Seisaku Shinkou Kuromi-chan,6.92,1,8850,1,2001,2,5,340,0
4100,Aoki Ryuusei SPT Layzner,6.92,100,5528,2,1985,2,5,340,0
4101,Asura Cryin',6.92,100,95035,2,2009,2,5,340,0
4102,Battle Programmer Shirase,6.92,100,31919,2,2003,2,5,340,0
4103,Busou Shoujo Machiavellianism,6.92,100,316804,2,2017,2,5,340,0
4104,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,6.92,1,6527,0,1993,2,5,340,0
4105,Endro~!,6.92,100,65162,2,2019,2,5,340,0
4109,Gokujou Seitokai,6.92,100,18037,2,2005,2,5,340,0
4111,Inazuma Eleven: Chou Jigen Dream Match,6.92,1,8971,0,2014,2,5,340,0
4112,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,6.92,1,19348,1,2011,2,5,340,0
4115,Kimi ga Nozomu Eien: Next Season,6.92,100,27139,1,2007,2,5,340,0
4117,Kyokou Suiri,6.92,100,342298,2,2020,2,5,340,0
4120,Mudazumo Naki Kaikaku: The Legend of Koizumi,6.92,100,12313,1,2010,2,5,340,0
4121,New Dominion Tank Police,6.92,100,9480,1,1993,2,5,340,0
4122,NG Knight Ramune & 40,6.92,100,2811,2,1990,2,5,340,0
4123,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.92,1,68567,0,2002,2,5,340,0
4125,Overlord Movie: Manner Movie,6.92,1,18296,0,2017,2,5,340,0
4126,Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,6.92,1,52422,1,2016,2,5,340,0
4127,Rocket Girls,6.92,100,7689,2,2007,2,5,340,0
4128,Rockman.EXE,6.92,100,34345,2,2002,2,5,340,0
4129,Shinmai Maou no Testament Departures,6.92,1,75488,1,2018,2,5,340,0
4130,Soukou Kihei Votoms: Koei Futatabi,6.92,1,2745,1,2011,2,5,340,0
4135,Tribe Cool Crew,6.92,100,4552,2,2014,2,5,340,0
4136,Tsugumomo OVA,6.92,1,18860,1,2020,2,5,340,0
4137,Tsukiuta. The Animation,6.92,100,24958,2,2016,2,5,340,0
4138,Tsurupika Hagemaru-kun,6.92,100,2510,2,1988,2,5,340,0
4139,Uchi no Maid ga Uzasugiru!,6.92,100,103351,2,2018,2,5,340,0
4140,Yesterday wo Utatte,6.92,100,258018,2,2020,2,5,340,0
4142,Yuusha Tokkyuu Might Gaine,6.92,100,2545,2,1993,2,5,340,0
4143,Nekketsu Saikyou Go-Saurer,6.91,100,1119,2,1993,2,5,340,0
4144,Ninin ga Shinobuden,6.91,100,31849,2,2004,2,5,340,0
4145,Occultic;Nine,6.91,100,178793,2,2016,2,5,340,0
4146,Overman King Gainer,6.91,100,11194,2,2002,2,5,340,0
4149,Prince of Stride: Alternative,6.91,100,159260,2,2016,2,5,340,0
4151,Rinne no Lagrange,6.91,100,65328,2,2012,2,5,340,0
4152,Samurai Deeper Kyou,6.91,100,51828,2,2002,2,5,340,0
4153,Shinigami no Ballad.,6.91,100,43394,2,2006,2,5,340,0
4154,Shouwa Monogatari,6.91,100,5260,2,2011,2,5,340,0
4155,Stratos 4 Advance Kanketsu-hen,6.91,100,2651,1,2006,2,5,340,0
4156,Switch,6.91,100,25293,1,2008,2,5,340,0
4158,Uchuu Senkan Yamato: Kanketsu-hen,6.91,1,3547,0,1983,2,5,340,0
4162,Zettai Shounen,6.91,100,18273,2,2005,2,5,340,0
4163,Anima Yell!,6.91,100,37567,2,2018,2,5,340,0
4164,Arete Hime,6.91,1,10997,0,2001,2,5,340,0
4165,Arslan Senki,6.91,100,19417,1,1991,2,5,340,0
4167,Blassreiter,6.91,100,77830,2,2008,2,5,340,0
4168,Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.91,1,4171,0,1995,2,5,340,0
4169,Dennou Boukenki Webdiver,6.91,100,2196,2,2001,2,5,340,0
4170,Devils Line: Anytime Anywhere,6.91,1,17892,1,2018,2,5,340,0
4171,Dog Days'',6.91,100,67083,2,2015,2,5,340,0
4172,Dominion,6.91,100,14771,1,1988,2,5,340,0
4173,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.91,1,3713,0,1981,2,5,340,0
4176,Guilty Crown: Lost Christmas - An Episode of Port Town,6.91,1,90705,1,2012,2,5,340,0
4178,Iblard Jikan,6.91,1,20109,1,2007,2,5,340,0
4179,Iron Kid,6.91,100,4021,2,2006,2,5,340,0
4180,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.91,100,575909,2,2018,2,5,340,0
4181,Kami nomi zo Shiru Sekai: Flag 0,6.91,1,59131,1,2010,2,5,340,0
4182,Koe de Oshigoto! The Animation,6.91,100,84668,1,2010,2,5,340,0
4187,Mashin Eiyuuden Wataru,6.91,100,2394,2,1988,2,5,340,0
4188,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.9,100,20854,2,1998,2,5,340,0
4189,Alps no Shoujo Heidi (1979),6.9,1,4655,0,1979,2,5,340,0
4190,Amatsuki,6.9,100,54808,2,2008,2,5,340,0
4191,Bomberman Jetters,6.9,100,3779,2,2002,2,5,340,0
4192,Cello Hiki no Gauche (1982),6.9,1,12825,0,1982,2,5,340,0
4193,D4DJ Petit Mix,6.9,100,3847,2,2021,2,5,340,0
4194,Days (TV) OVA,6.9,100,7724,1,2017,2,5,340,0
4195,Dog Days,6.9,100,174523,2,2011,2,5,340,0
4196,gdgd Fairies 2,6.9,100,2270,2,2013,2,5,340,0
4197,Genji Monogatari Sennenki,6.9,100,13209,2,2009,2,5,340,0
4199,Kabukichou Sherlock,6.9,100,74956,2,2019,2,5,340,0
4200,Key the Metal Idol,6.9,100,18050,1,1994,2,5,340,0
4201,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.9,1,1782,0,1999,2,5,340,0
4202,Kinnikuman II Sei,6.9,100,14614,2,2002,2,5,340,0
4203,Kurozuka,6.9,100,87702,2,2008,2,5,340,0
4205,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,6.9,1,4611,1,1991,2,5,340,0
4206,Metal Fight Beyblade 4D,6.9,100,36482,2,2011,2,5,340,0
4207,Minami no Niji no Lucy,6.9,100,1937,2,1982,2,5,340,0
4209,Moshidora,6.9,100,20518,2,2011,2,5,340,0
4210,Muteki Choujin Zanbot 3,6.9,100,4002,2,1977,2,5,340,0
4211,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,6.9,1,178318,0,2006,2,5,340,0
4213,Pandane to Tamago-hime,6.9,1,4721,0,2010,2,5,340,0
4214,Pokemon Movie 04: Celebi Toki wo Koeta Deai,6.9,1,134689,0,2001,2,5,340,0
4216,Reikenzan: Eichi e no Shikaku,6.9,100,40322,2,2017,2,5,340,0
4218,Servamp,6.9,100,238006,2,2016,2,5,340,0
4219,Tenjou Tenge,6.9,100,170956,2,2004,2,5,340,0
4220,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.9,100,3791,2,2015,2,5,340,0
4223,Pikmin Short Movies,6.89,100,1416,0,2014,2,5,340,0
4224,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.89,1,76746,0,2008,2,5,340,0
4226,s.CRY.ed Alteration I: Tao,6.89,1,4702,0,2011,2,5,340,0
4227,Samurai Flamenco,6.89,100,121656,2,2013,2,5,340,0
4229,Shisha no Teikoku,6.89,1,72733,0,2015,2,5,340,0
4231,Starmyu,6.89,100,41812,2,2015,2,5,340,0
4232,Tenpou Ibun: Ayakashi Ayashi,6.89,100,15495,2,2006,2,5,340,0
4233,Tezuka Osamu no Buddha: Owarinaki Tabi,6.89,1,3433,0,2014,2,5,340,0
4236,Vandread: Gekitou-hen,6.89,1,7039,1,2002,2,5,340,0
4237,Wakaba*Girl,6.89,100,39665,2,2015,2,5,340,0
4238,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,6.89,1,4823,0,2014,2,5,340,0
4239,Yu☆Gi☆Oh! (Movie),6.89,1,47256,0,1999,2,5,340,0
4240,.hack//Roots,6.89,100,69723,2,2006,2,5,340,0
4243,B-gata H-kei,6.89,100,351849,2,2010,2,5,340,0
4244,Blood: The Last Vampire,6.89,1,99122,0,2000,2,5,340,0
4245,Cobra The Animation: The Psycho-Gun,6.89,100,4960,1,2008,2,5,340,0
4246,Cobra The Animation: Time Drive,6.89,100,3867,1,2009,2,5,340,0
4247,D.C.II: Da Capo II,6.89,100,34661,2,2007,2,5,340,0
4248,Daitoshokan no Hitsujikai,6.89,100,120698,2,2014,2,5,340,0
4250,Ensemble Stars!,6.89,100,37243,2,2019,2,5,340,0
4251,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.89,1,25975,1,2011,2,5,340,0
4252,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.89,100,42099,2,2014,2,5,340,0
4253,Gegege no Kitarou (2007),6.89,100,4722,2,2007,2,5,340,0
4254,Generator Gawl,6.89,100,8681,2,1998,2,5,340,0
4255,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.89,100,2166,1,1998,2,5,340,0
4256,Gokukoku no Brynhildr,6.89,100,304318,2,2014,2,5,340,0
4258,IS: Infinite Stratos 2 - Hitonatsu no Omoide,6.89,1,53739,1,2013,2,5,340,0
4259,IS: Infinite Stratos 2 - World Purge-hen,6.89,1,71915,1,2014,2,5,340,0
4260,Kaitou Joker,6.89,100,12303,2,2014,2,5,340,0
4262,Katte ni Kaizou,6.89,100,28007,1,2011,2,5,340,0
4263,King of Prism: Pride the Hero,6.89,1,3952,0,2017,2,5,340,0
4264,Kodomo no Jikan Recap,6.89,1,11527,1,2008,2,5,340,0
4266,"Kono Danshi, Sekka ni Nayandemasu.",6.89,1,21789,1,2014,2,5,340,0
4267,Koutetsushin Jeeg,6.89,100,5891,2,2007,2,5,340,0
4269,Kyoukai no Rinne (TV),6.89,100,81819,2,2015,2,5,340,0
4270,Macross Flash Back 2012,6.89,1,8330,1,1987,2,5,340,0
4271,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.88,1,18263,1,2009,2,5,340,0
4272,Agatha Christie no Meitantei Poirot to Marple,6.88,100,6794,2,2004,2,5,340,0
4273,Battle Athletess Daiundoukai (TV),6.88,100,8251,2,1997,2,5,340,0
4276,Clamp Gakuen Tanteidan,6.88,100,12630,2,1997,2,5,340,0
4277,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,6.88,1,2296,0,2017,2,5,340,0
4278,Denpa Kyoushi (TV),6.88,100,141182,2,2015,2,5,340,0
4279,Futakoi Alternative,6.88,100,29533,2,2005,2,5,340,0
4281,Ged Senki,6.88,1,123025,0,2006,2,5,340,0
4283,Hajimete no Eigo: Nippon Mukashibanashi,6.88,100,630,1,2004,2,5,340,0
4284,Hakaba Kitarou,6.88,100,10602,2,2008,2,5,340,0
4285,Hanebado!,6.88,100,140826,2,2018,2,5,340,0
4286,Hells,6.88,1,25960,0,2008,2,5,340,0
4287,Hirune Hime: Shiranai Watashi no Monogatari,6.88,1,34810,0,2017,2,5,340,0
4288,I''s Pure,6.88,100,24090,1,2005,2,5,340,0
4289,Kakutou Bijin Wulong: Rebirth,6.88,100,3280,2,2006,2,5,340,0
4291,Kimi no Iru Machi,6.88,100,136703,2,2013,2,5,340,0
4292,Kingdom Hearts χ Back Cover,6.88,1,4058,1,2017,2,5,340,0
4293,Kingyo Chuuihou!,6.88,500,2428,2,1991,2,5,340,0
4294,Kiss x Sis,6.88,100,289014,1,2008,2,5,340,0
4295,Metal Fight Beyblade: Baku,6.88,100,40828,2,2010,2,5,340,0
4296,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.88,100,21957,2,2020,2,5,340,0
4297,Nakanohito Genome [Jikkyouchuu],6.88,100,107908,2,2019,2,5,340,0
4299,Onegai! Samia Don,6.88,100,937,2,1985,2,5,340,0
4300,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,6.88,1,9015,0,2006,2,5,340,0
4301,Rayearth,6.88,100,14074,1,1997,2,5,340,0
4302,Ryuuou no Oshigoto!,6.88,100,164371,2,2018,2,5,340,0
4303,Saint Seiya: Kamigami no Atsuki Tatakai,6.88,1,15458,0,1988,2,5,340,0
4304,Sumomomo Momomo: Chijou Saikyou no Yome,6.88,100,59545,2,2006,2,5,340,0
4305,Super Fishing Grander Musashi,6.88,100,4072,2,1997,2,5,340,0
4309,VS Knight Lamune & 40 Fire,6.88,100,2447,2,1996,2,5,340,0
4311,Zone of the Enders: 2167 Idolo,6.88,1,8359,1,2001,2,5,340,0
4313,Muka Muka Paradise,6.87,100,2288,2,1993,2,5,340,0
4314,Musaigen no Phantom World,6.87,100,462070,2,2016,2,5,340,0
4315,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.87,1,202460,0,2005,2,5,340,0
4317,Omamori Himari,6.87,100,219241,2,2010,2,5,340,0
4318,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,6.87,1,1507,0,2017,2,5,340,0
4319,Radiant,6.87,100,174091,2,2018,2,5,340,0
4321,Shin Tenchi Muyou!,6.87,100,33234,2,1997,2,5,340,0
4322,Shounan Bakusouzoku,6.87,100,2218,1,1986,2,5,340,0
4323,To Heart 2 OVA,6.87,100,6441,1,2007,2,5,340,0
4325,Binbou Shimai Monogatari,6.87,100,19164,2,2006,2,5,340,0
4326,Captain Tsubasa: Europe Daikessen,6.87,1,5373,0,1985,2,5,340,0
4328,Cyborg 009 (TV),6.87,100,5653,2,1968,2,5,340,0
4331,Free!: Take Your Marks: Character Butai Aisatsu,6.87,100,5426,0,2017,2,5,340,0
4332,Friends: Mononoke Shima no Naki,6.87,1,1109,0,2011,2,5,340,0
4334,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.87,1,10443,0,2018,2,5,340,0
4335,Ichigo 100% OVA,6.87,100,25600,1,2005,2,5,340,0
4336,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",6.87,1,23797,1,2014,2,5,340,0
4337,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.87,1,110425,1,2011,2,5,340,0
4339,Jitsu wa Watashi wa,6.87,100,227293,2,2015,2,5,340,0
4341,Kanamemo,6.87,100,35735,2,2009,2,5,340,0
4342,Koisuru Asteroid,6.87,100,72284,2,2020,2,5,340,0
4344,Makiba no Shoujo Katri,6.87,100,3071,2,1984,2,5,340,0
4347,Binan Koukou Chikyuu Boueibu LOVE!,6.86,100,76154,2,2015,2,5,340,0
4348,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,6.86,100,21019,0,2018,2,5,340,0
4349,Devil Survivor 2 The Animation,6.86,100,156656,2,2013,2,5,340,0
4350,Digimon Frontier: Ornismon Fukkatsu!!,6.86,1,18866,0,2002,2,5,340,0
4352,Hakaima Sadamitsu,6.86,100,5292,2,2001,2,5,340,0
4353,Hana no Ko Lunlun,6.86,100,4508,2,1979,2,5,340,0
4354,Hashire Melos (Movie),6.86,1,5416,0,1992,2,5,340,0
4356,Ikebukuro West Gate Park,6.86,100,93371,2,2020,2,5,340,0
4357,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.86,100,10028,2,2004,2,5,340,0
4358,Juuni Senshi Bakuretsu Eto Ranger,6.86,100,1788,2,1995,2,5,340,0
4359,Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.86,1,12910,1,1987,2,5,340,0
4360,Keroro,6.86,100,8173,2,2014,2,5,340,0
4361,Kiddy GiRL-AND,6.86,100,16762,2,2009,2,5,340,0
4362,Kill Me Baby,6.86,100,106639,2,2012,2,5,340,0
4364,Kouya no Kotobuki Hikoutai,6.86,100,29350,2,2019,2,5,340,0
4365,Mazinger Z Movie: Infinity,6.86,1,6991,0,2018,2,5,340,0
4367,No Guns Life,6.86,100,166868,2,2019,2,5,340,0
4368,Pokemon Housoukyoku,6.86,100,26822,2,2002,2,5,340,0
4369,Pokemon Movie 13: Genei no Hasha Zoroark,6.86,1,61869,0,2010,2,5,340,0
4371,Sakura Taisen,6.86,100,21950,2,2000,2,5,340,0
4372,Sengoku Basara: Judge End,6.86,100,25719,2,2014,2,5,340,0
4373,Senkou no Night Raid,6.86,100,41955,2,2010,2,5,340,0
4375,Shin Angyo Onshi,6.86,1,17260,0,2004,2,5,340,0
4376,Shingetsutan Tsukihime,6.86,100,148589,2,2003,2,5,340,0
4377,Stella no Mahou,6.86,100,36243,2,2016,2,5,340,0
4378,To Heart 2 AD,6.86,100,6193,1,2008,2,5,340,0
4381,Versailles no Bara: Seimei Aru Kagiri Aishite,6.86,1,3175,0,1990,2,5,340,0
4383,YAT Anshin! Uchuu Ryokou 2,6.86,100,960,2,1998,2,5,340,0
4384,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.86,100,267616,2,2013,2,5,340,0
4386,Zetman,6.86,100,121124,2,2012,2,5,340,0
4387,Zombie-Loan,6.86,100,130449,2,2007,2,5,340,0
4388,Mewkledreamy Mix!,6.85,100,1230,2,2021,2,5,340,0
4390,NieA Under 7,6.85,100,31028,2,2000,2,5,340,0
4391,Ninja Hattori-kun,6.85,1000,8880,2,1981,2,5,340,0
4392,Noblesse,6.85,100,221045,2,2020,2,5,340,0
4393,Ougon Yuusha Goldran,6.85,100,2209,2,1995,2,5,340,0
4394,Overlord Movie: Ple Ple Pleiades,6.85,100,17291,0,2017,2,5,340,0
4396,Queen Emeraldas,6.85,100,6442,1,1998,2,5,340,0
4397,Recorder to Randoseru Re♪,6.85,100,27496,2,2012,2,5,340,0
4402,Taimadou Gakuen 35 Shiken Shoutai,6.85,100,271703,2,2015,2,5,340,0
4408,Wata no Kuni Hoshi,6.85,1,4874,0,1984,2,5,340,0
4409,Weiß Kreuz OVA,6.85,100,5266,1,1999,2,5,340,0
4413,Ace wo Nerae! (1979),6.85,1,3458,0,1979,2,5,340,0
4415,Beyblade Burst God,6.85,100,12149,2,2017,2,5,340,0
4418,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.85,1,3015,0,1997,2,5,340,0
4419,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,6.85,1,105134,0,1992,2,5,340,0
4420,Dragon Half,6.85,100,18510,1,1993,2,5,340,0
4421,Eromanga-sensei OVA,6.85,100,99203,1,2019,2,5,340,0
